Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
43,1,15,18,5,16,0,1,175,22,0
53,1,15,13,6,26,2,0,944,18,0
34,0,49,29,7,29,2,1,364,3,1
52,0,59,30,8,2,0,1,449,22,0
45,0,56,24,7,9,2,0,675,22,0
59,0,6,10,9,1,0,0,279,24,0
28,1,31,13,0,5,2,1,209,9,0
64,0,42,3,2,11,2,0,278,20,0
38,0,50,12,4,5,1,2,995,15,0
52,1,50,17,8,21,2,0,420,7,1
31,1,7,20,10,24,0,2,868,12,0
54,0,25,7,6,30,2,2,787,8,1
56,0,29,5,8,22,0,1,381,19,1
24,0,40,30,1,30,1,2,952,9,0
62,1,45,1,7,10,1,2,473,9,1
42,0,48,1,5,30,2,0,447,13,1
55,1,50,19,10,21,0,0,262,16,1
65,1,27,17,3,23,2,2,328,23,0
54,1,34,6,6,18,2,2,372,8,1
21,1,23,10,7,14,1,0,781,2,0
62,0,33,7,9,17,0,2,100,1,1
61,0,34,20,2,0,2,0,799,29,0
18,1,19,27,8,22,1,2,604,7,0
25,0,24,20,1,7,2,2,677,12,0
53,0,45,21,10,24,1,2,533,17,1
18,1,60,21,10,24,2,2,464,19,1
45,1,49,20,10,18,0,1,787,26,1
48,0,4,29,5,28,1,1,384,3,1
18,1,4,17,3,27,2,2,271,27,0
26,1,48,14,5,24,0,0,554,24,1
64,0,50,20,10,4,2,0,970,6,0
50,0,54,6,0,21,1,0,654,11,1
55,0,42,14,10,20,2,0,421,12,1
40,0,20,15,2,23,0,1,698,2,0
24,0,50,26,1,24,0,0,846,26,1
48,0,4,2,5,17,0,0,851,27,1
47,0,15,2,3,25,0,0,730,11,1
49,0,30,29,8,3,1,1,728,26,0
50,1,45,1,6,24,1,2,353,30,1
47,0,25,12,3,26,1,2,127,24,1
36,0,54,15,6,23,2,0,314,29,1
44,0,54,30,9,20,1,0,527,21,1
43,0,15,19,10,7,1,1,175,29,0
55,0,40,5,4,25,0,1,781,4,1
30,1,2,6,0,18,1,2,683,1,0
65,0,57,23,6,5,0,2,475,3,0
48,1,48,14,9,2,2,2,795,10,0
42,0,31,2,5,25,1,2,591,15,1
51,1,36,16,6,21,0,0,337,30,1
61,1,2,7,1,28,0,0,672,18,0
20,1,32,26,6,3,1,0,295,3,0
26,1,31,27,10,18,0,0,549,8,1
34,1,49,12,5,22,2,1,243,16,1
26,1,21,9,4,10,2,1,208,17,0
55,0,28,18,10,26,1,0,762,26,1
25,0,35,19,0,25,0,2,622,22,0
64,1,49,6,4,12,1,1,159,17,0
54,0,51,15,4,5,2,2,904,1,0
30,0,31,26,8,16,1,1,339,19,1
58,1,34,21,7,26,2,1,263,11,1
26,1,40,25,2,20,1,2,725,30,0
29,0,25,22,9,23,2,1,570,20,1
31,0,33,9,9,27,1,0,476,2,1
45,1,39,29,3,28,2,2,101,17,0
25,1,32,17,7,22,1,2,383,29,1
54,1,57,3,1,14,0,2,263,22,0
46,0,36,21,10,26,2,2,810,5,1
24,0,30,14,10,25,2,1,432,12,1
59,0,7,13,1,9,0,0,226,5,0
38,0,31,3,2,25,1,1,165,10,1
45,0,59,21,0,21,1,1,284,13,1
30,1,35,27,9,23,1,0,754,20,1
50,0,31,2,10,6,2,2,170,21,1
34,0,7,29,3,16,1,0,501,30,0
56,1,37,4,8,21,0,1,261,3,1
33,1,32,7,10,4,1,2,351,3,0
46,1,39,19,6,14,1,0,532,6,0
33,0,28,28,5,7,1,2,754,19,0
45,0,19,11,6,29,1,0,869,19,1
21,0,21,23,7,15,1,1,673,3,0
39,0,39,15,1,21,2,2,465,22,1
44,0,7,25,0,17,1,1,972,26,0
36,1,18,30,3,11,2,0,604,17,0
53,1,50,5,8,13,2,0,707,30,1
59,0,40,7,3,1,2,2,490,4,0
18,0,9,30,3,13,1,1,765,13,0
45,0,19,29,3,16,0,2,618,25,0
60,0,47,4,7,21,0,2,831,18,1
46,0,24,29,6,12,2,2,916,2,0
57,0,9,15,7,21,1,0,630,1,1
33,0,59,21,9,30,2,1,724,9,1
65,1,30,25,10,28,1,1,731,14,1
58,1,43,9,10,18,1,0,249,16,1
46,1,55,5,6,24,2,1,208,20,1
33,0,32,4,3,23,0,0,746,7,1
22,1,10,23,9,12,1,2,336,14,0
61,0,44,23,8,25,0,2,832,29,1
44,1,49,12,8,1,2,1,380,19,0
46,0,32,26,6,21,1,1,951,6,1
25,0,32,15,5,10,2,2,849,27,0
33,1,16,20,3,10,2,0,644,20,0
22,0,10,8,8,1,0,0,817,6,0
54,1,28,8,5,26,2,0,863,4,1
37,1,45,18,8,22,2,1,345,11,1
56,0,38,19,4,23,1,0,327,14,1
52,1,5,1,5,10,2,1,972,17,1
52,0,51,26,3,23,1,2,173,18,1
39,0,56,11,10,20,2,1,606,9,1
21,1,58,13,7,20,1,0,110,19,1
63,1,44,21,10,23,1,2,230,12,1
61,0,30,8,3,29,0,2,455,4,1
56,0,26,22,0,26,0,2,937,1,0
34,0,30,1,8,18,0,2,865,21,1
38,0,51,2,6,9,2,2,136,19,1
28,0,7,17,9,22,2,1,316,30,1
27,1,16,14,5,28,0,1,203,28,0
32,0,53,26,1,11,2,0,381,6,0
30,0,57,15,2,23,0,0,906,8,1
59,0,46,17,1,23,0,0,834,10,1
56,1,39,26,5,24,0,2,361,29,1
31,0,51,23,0,26,1,0,854,30,1
65,0,35,20,7,21,2,0,251,26,1
24,1,6,11,2,6,2,2,879,27,0
20,0,26,3,5,19,1,2,674,10,1
63,1,16,15,8,12,2,0,424,22,0
32,0,30,1,10,16,1,2,285,5,1
37,0,3,17,3,30,2,1,152,24,1
27,0,45,2,6,1,2,0,920,30,0
60,1,38,30,9,23,1,2,317,12,1
55,1,26,17,7,15,1,1,357,7,0
63,0,37,6,7,19,1,1,809,14,1
34,0,45,5,5,8,2,1,194,9,0
50,1,44,26,10,24,2,2,793,19,1
62,1,45,4,2,4,0,0,766,13,0
54,1,12,8,10,21,1,1,719,17,0
22,1,2,15,4,2,2,1,703,19,0
61,1,26,6,4,21,0,2,790,28,0
18,0,25,9,0,26,0,2,217,23,1
30,0,30,6,7,23,0,2,649,11,1
62,1,14,4,5,18,0,0,989,6,1
65,1,22,15,6,24,0,2,481,13,0
43,1,48,27,9,18,2,2,999,10,1
21,0,11,28,4,21,1,2,163,4,1
38,0,57,1,8,26,2,2,978,1,1
46,0,54,24,9,4,2,2,643,18,0
62,0,55,1,10,5,2,0,243,26,1
20,0,30,12,1,8,1,1,345,15,0
23,0,55,5,5,27,0,2,194,10,1
19,0,15,11,5,13,2,2,807,7,0
24,1,21,21,4,3,0,1,159,2,0
22,0,10,21,2,23,1,0,883,8,1
32,0,54,30,10,22,2,2,527,13,1
51,0,20,21,6,19,1,0,572,26,0
32,1,46,4,6,17,1,0,940,30,1
19,1,42,22,1,30,0,1,561,5,0
23,0,54,4,0,0,1,2,349,17,0
28,0,46,21,3,24,2,2,736,10,0
44,1,8,1,10,0,2,1,493,13,0
57,1,54,22,5,4,2,1,398,18,0
55,1,52,5,2,9,2,1,687,17,0
52,0,31,13,1,8,2,2,998,9,0
36,0,9,27,2,22,0,1,159,29,1
59,1,14,25,0,10,1,2,706,24,0
45,0,3,3,5,13,1,1,843,22,0
22,1,24,29,3,27,0,2,841,17,0
44,1,53,16,5,5,2,0,461,20,0
20,0,58,21,3,3,1,0,846,15,0
32,0,18,4,1,11,2,1,462,30,0
30,1,40,26,1,8,0,1,703,26,0
59,1,39,20,5,20,0,1,658,1,1
23,1,24,30,6,27,0,0,491,19,1
50,1,38,3,3,28,1,1,320,30,0
63,0,14,27,2,25,0,1,161,7,1
59,0,51,23,2,6,2,0,760,12,0
65,0,8,11,1,7,1,0,109,19,0
39,0,15,29,4,14,1,0,425,1,0
58,0,56,1,5,18,2,0,637,30,1
41,0,50,17,9,26,1,0,616,12,1
29,0,49,1,9,26,1,1,458,29,1
39,1,60,17,1,7,1,0,446,17,0
26,0,58,24,6,25,1,2,285,18,1
46,0,40,18,6,16,1,1,747,6,1
30,0,37,9,2,3,2,2,873,16,0
35,0,9,19,10,26,1,2,300,16,1
19,0,52,30,5,28,2,1,693,30,1
59,1,50,28,2,26,0,2,677,12,0
62,0,57,17,5,24,0,2,942,3,1
26,1,43,9,0,20,0,1,862,17,0
27,1,57,11,8,21,0,1,372,11,1
60,0,14,24,0,21,0,0,632,3,1
40,1,12,22,2,5,2,0,295,3,0
59,1,32,29,0,30,1,2,902,4,0
44,0,56,7,8,11,2,1,662,27,0
18,1,40,16,2,26,1,2,436,3,0
25,0,59,21,10,19,0,2,519,5,1
28,0,6,16,3,27,2,0,811,30,1
55,0,11,4,8,11,2,0,764,12,1
50,1,22,24,9,7,0,0,675,7,0
56,1,19,17,10,24,0,0,908,17,0
40,0,4,12,9,25,1,1,253,24,1
55,0,57,2,2,22,0,2,240,30,1
40,0,59,9,7,23,0,0,582,5,1
38,0,24,23,3,13,0,1,917,8,0
55,1,27,8,5,19,0,1,473,3,1
46,0,36,16,10,2,2,0,585,16,0
42,0,41,14,8,11,1,1,828,30,0
42,1,38,2,2,17,1,2,860,17,0
63,1,57,20,1,27,1,2,466,2,0
61,0,59,6,4,30,1,2,697,8,0
51,0,46,18,0,21,2,0,223,7,1
44,0,54,7,0,13,0,1,597,9,0
31,1,12,14,1,1,1,2,475,3,0
64,0,18,1,8,28,1,0,684,15,1
41,0,12,29,1,15,2,2,825,17,0
26,0,8,12,0,30,1,1,489,7,1
40,0,38,24,0,24,2,2,670,20,0
18,0,58,30,9,6,0,2,701,6,0
38,1,52,2,10,15,2,2,424,26,0
37,1,43,30,8,25,2,2,277,23,1
24,0,53,21,6,29,0,2,604,4,1
59,0,39,28,2,4,2,0,567,16,0
62,0,1,12,7,29,0,2,325,21,1
59,0,10,15,9,27,2,1,886,22,0
58,0,28,28,9,29,0,1,637,9,1
22,0,38,22,7,1,1,1,341,13,0
34,1,24,21,7,16,0,0,142,12,1
36,1,39,4,5,26,2,0,447,28,1
25,0,41,7,5,23,0,2,828,28,1
38,1,52,12,4,14,1,1,783,28,0
52,1,31,22,4,28,0,1,910,7,0
19,0,50,16,6,29,2,1,181,14,1
40,1,53,1,0,15,0,2,432,2,0
33,1,42,9,9,30,1,0,770,14,1
29,0,11,27,10,26,1,2,341,4,1
62,1,22,16,8,15,1,1,315,26,0
61,1,35,7,1,7,0,2,866,14,0
48,1,25,22,0,24,2,2,548,26,0
31,0,20,24,2,19,2,1,188,25,0
47,0,50,11,10,29,1,0,927,13,1
64,0,15,3,8,7,0,1,950,26,1
44,0,34,10,3,26,2,1,563,8,0
31,0,54,3,1,28,1,1,859,10,0
43,0,29,2,8,11,0,1,330,21,0
22,0,24,29,7,17,0,0,824,22,1
55,1,34,14,7,11,2,0,273,3,0
54,1,49,28,1,21,0,1,290,27,0
62,0,58,25,8,20,2,2,195,17,1
61,0,2,3,9,6,1,1,118,27,1
46,1,24,20,5,29,0,2,791,13,1
25,1,23,26,2,6,0,0,952,30,0
27,1,46,30,0,25,2,0,833,15,0
44,1,55,23,5,9,0,2,414,1,0
59,0,48,8,7,23,1,1,444,23,1
65,0,2,10,1,23,2,0,552,5,1
33,1,18,27,10,30,0,0,971,18,0
24,1,52,1,5,11,1,2,185,15,1
46,0,50,11,0,15,0,0,664,2,0
30,0,53,4,4,23,0,1,150,23,1
33,1,33,17,3,7,0,0,533,15,0
49,1,47,11,9,5,0,0,214,29,0
62,0,27,20,8,6,2,2,127,20,0
22,0,11,10,2,25,0,1,471,8,1
28,0,13,23,4,28,1,1,461,27,1
32,0,24,14,7,21,1,2,777,20,1
58,0,34,18,3,23,2,0,703,21,1
28,1,36,3,4,28,0,0,744,7,0
25,0,2,20,0,25,2,0,838,8,1
31,0,39,27,9,30,2,1,532,22,1
43,0,7,26,10,8,1,0,602,6,0
51,1,9,20,1,8,2,0,696,27,0
62,0,41,1,4,20,2,2,897,12,1
41,0,53,20,5,30,2,0,419,28,1
49,0,13,11,5,24,1,1,854,19,0
33,0,48,26,5,4,2,2,959,4,0
63,0,53,8,7,20,1,0,796,4,1
54,0,59,27,10,19,0,1,828,26,1
58,1,50,29,10,28,2,0,313,3,1
54,1,48,3,4,9,2,2,728,26,1
45,1,55,23,5,11,2,0,265,24,0
28,1,27,3,7,21,1,1,434,14,1
54,0,31,22,2,16,1,1,852,15,0
62,1,35,23,8,16,0,0,772,17,1
51,0,18,22,2,28,1,1,412,27,1
59,0,45,9,5,15,2,1,174,23,0
58,0,19,2,5,3,0,0,898,15,1
61,0,55,25,9,21,0,2,520,29,1
63,0,6,18,7,8,1,1,911,19,0
36,1,56,21,1,14,1,0,723,8,0
39,1,53,23,6,22,0,0,631,11,1
39,1,10,1,6,26,1,2,497,10,1
58,1,22,28,8,1,2,1,828,23,0
19,1,9,14,6,22,2,2,441,20,0
52,1,8,18,0,27,2,0,921,15,0
57,0,46,23,6,24,0,0,157,22,1
55,0,45,13,8,19,2,1,136,8,1
47,0,54,25,9,24,1,0,347,3,1
58,1,22,3,7,4,1,2,775,23,1
54,1,30,2,4,27,0,2,260,1,1
22,1,3,4,9,18,1,1,620,13,0
47,1,55,3,7,4,1,0,361,19,0
61,1,37,1,10,2,1,1,902,11,1
54,1,52,17,1,7,1,1,316,25,0
19,0,43,7,7,27,0,1,385,27,1
64,0,47,19,6,23,2,2,579,9,1
36,1,7,5,5,28,2,2,919,4,0
34,0,19,2,6,30,0,2,187,29,1
58,1,50,7,1,28,2,2,325,14,0
45,0,18,7,2,3,1,0,210,5,0
33,1,24,3,4,10,2,1,660,15,0
54,0,59,28,0,17,0,2,190,5,0
18,1,11,21,2,20,0,2,120,21,0
29,0,9,1,3,29,2,2,804,6,1
49,0,25,21,5,3,0,2,483,27,0
