Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
31,1,43,8,10,16,0,2,576,13,churn
65,1,31,6,8,19,0,0,404,2,churn
60,1,10,1,8,8,0,2,488,10,churn
42,1,59,26,6,28,2,1,957,29,churn
58,1,60,12,8,24,1,0,223,13,churn
50,0,3,19,7,21,2,0,263,4,churn
29,0,30,26,3,30,1,0,434,15,churn
19,1,59,3,5,17,0,2,869,14,churn
63,0,46,4,10,17,2,0,978,18,churn
43,1,24,2,5,30,1,1,664,2,churn
40,1,52,22,6,25,0,1,666,20,churn
43,0,43,19,6,28,0,1,703,22,churn
35,1,52,12,10,22,1,0,123,4,churn
50,0,43,7,6,26,0,1,184,2,churn
64,0,18,4,10,3,1,2,642,24,churn
21,1,32,25,5,16,0,0,776,30,churn
39,1,31,28,5,29,0,1,148,18,churn
54,1,28,8,5,26,2,0,863,4,churn
19,0,35,20,8,21,1,1,560,6,churn
51,0,27,4,9,8,1,2,283,16,churn
65,0,19,15,1,29,1,2,110,23,churn
45,0,54,11,9,24,0,0,712,5,churn
33,0,54,29,7,29,0,2,896,12,churn
33,1,43,6,8,16,1,2,188,19,churn
29,1,55,6,10,23,0,1,340,4,churn
36,0,49,18,9,22,2,1,607,3,churn
28,0,24,12,3,24,0,2,162,1,churn
59,0,13,1,6,16,0,0,553,24,churn
43,1,44,5,9,21,0,0,212,16,churn
62,0,48,1,2,29,2,1,205,23,churn
58,1,48,16,7,21,0,0,463,17,churn
24,1,29,19,10,25,2,1,736,30,churn
40,1,60,8,10,22,1,0,257,26,churn
36,0,38,29,9,17,2,2,179,17,churn
58,1,33,17,6,30,1,2,409,7,churn
32,0,49,21,7,17,1,1,376,19,churn
22,1,29,14,5,20,1,0,595,17,churn
35,1,59,29,7,21,2,1,221,19,churn
36,1,30,1,3,14,1,2,256,1,churn
41,0,3,26,6,29,2,2,191,1,churn
59,1,44,3,10,24,2,1,733,14,churn
27,0,21,6,5,28,0,0,419,13,churn
21,0,55,20,10,25,1,1,250,17,churn
57,0,9,15,7,21,1,0,630,1,churn
35,1,49,13,5,21,0,2,193,5,churn
47,0,46,20,8,18,1,0,560,3,churn
59,0,50,20,9,24,2,0,377,20,churn
22,0,51,22,6,28,1,0,559,30,churn
38,1,5,1,10,9,0,0,230,21,churn
18,0,24,5,10,21,1,2,759,28,churn
45,1,56,2,7,25,2,1,321,28,churn
54,0,35,1,6,8,0,0,830,7,churn
35,0,14,9,10,22,0,1,295,24,churn
61,0,17,2,7,2,0,0,569,13,churn
22,1,28,15,9,28,1,1,503,5,churn
33,0,32,23,4,29,0,0,509,28,churn
40,0,28,5,4,28,1,0,453,20,churn
49,0,45,14,10,19,1,1,536,12,churn
21,1,34,22,8,28,2,0,995,13,churn
57,1,34,18,7,27,2,1,745,15,churn
24,0,60,16,6,27,2,1,590,22,churn
42,0,47,25,9,25,2,0,136,22,churn
62,0,4,6,4,25,2,1,474,29,churn
42,0,59,16,3,30,2,0,315,3,churn
21,1,34,28,7,25,0,1,957,29,churn
55,0,44,19,6,29,2,2,892,9,churn
20,1,45,8,6,27,2,2,162,15,churn
59,0,55,21,9,22,0,2,895,25,churn
64,0,58,1,5,3,2,2,793,17,churn
29,0,10,23,6,26,0,2,411,3,churn
31,0,27,4,9,21,2,2,973,30,churn
22,1,24,29,10,23,2,0,682,25,churn
38,0,47,15,9,17,1,2,834,22,churn
32,1,50,25,7,23,0,0,935,9,churn
19,0,55,19,6,21,2,1,701,30,churn
59,1,34,3,10,22,1,2,579,3,churn
34,1,36,24,5,17,2,2,932,26,churn
30,1,32,13,7,18,2,2,136,15,churn
20,0,41,3,6,20,2,2,621,6,churn
63,0,50,13,6,26,1,2,666,9,churn
62,0,17,4,2,25,2,1,325,14,churn
47,0,42,3,6,28,2,1,307,14,churn
43,1,45,17,8,26,0,0,391,20,churn
47,1,43,19,5,16,2,1,291,24,churn
52,0,50,12,6,16,2,0,819,13,churn
29,0,18,1,3,22,0,0,807,7,churn
57,0,45,11,2,28,2,0,838,4,churn
52,1,57,17,8,27,1,0,662,28,churn
61,1,40,1,10,14,1,1,302,29,churn
30,1,55,24,9,24,1,2,960,20,churn
65,1,57,20,7,26,1,2,368,27,churn
60,0,34,26,8,25,0,2,549,29,churn
33,0,17,19,4,27,2,0,845,2,churn
31,1,45,15,8,27,1,1,750,10,churn
65,0,23,1,9,16,1,0,140,21,churn
29,0,40,28,5,26,1,1,596,8,churn
59,1,54,17,8,20,1,2,986,1,churn
59,1,41,13,5,18,1,1,348,16,churn
37,0,22,20,8,23,2,2,296,6,churn
58,1,15,4,9,30,0,0,266,20,churn
44,0,53,8,5,25,0,1,792,14,churn
42,0,15,1,0,28,0,0,781,13,churn
51,0,59,22,7,24,1,0,105,13,churn
47,0,28,29,9,21,0,2,514,25,churn
29,0,32,2,7,3,1,2,291,19,churn
51,0,12,21,1,23,1,1,342,28,churn
49,1,31,23,7,25,0,2,878,3,churn
20,0,57,7,8,30,2,2,195,10,churn
23,0,54,16,10,30,2,1,277,11,churn
51,0,46,4,6,29,2,1,433,22,churn
46,0,16,22,4,22,0,0,191,24,churn
59,0,36,25,1,30,1,0,616,14,churn
56,0,15,25,0,21,1,2,246,26,churn
45,0,36,11,3,25,2,0,566,19,churn
47,0,25,13,10,26,0,1,470,4,churn
57,0,49,19,0,26,0,2,413,6,churn
24,1,48,8,8,22,1,2,461,13,churn
22,1,31,26,10,17,0,2,857,26,churn
55,0,6,21,1,23,2,1,257,28,churn
37,1,57,18,10,30,1,0,104,9,churn
57,1,8,1,5,5,0,0,103,1,churn
19,0,47,4,6,27,2,1,621,2,churn
26,1,46,2,5,28,1,0,718,27,churn
42,1,3,1,4,13,0,1,923,29,churn
46,0,42,27,9,21,1,2,526,3,churn
54,1,50,2,1,28,2,2,261,11,churn
48,1,49,11,6,29,1,1,704,15,churn
19,0,43,12,3,29,2,2,404,12,churn
58,1,27,18,5,18,1,1,207,24,churn
43,1,36,20,9,21,2,0,123,24,churn
34,0,60,25,8,20,1,0,679,23,churn
51,1,33,1,10,0,2,1,649,3,churn
53,0,55,18,10,18,1,0,441,18,churn
34,1,55,30,9,30,2,2,919,30,churn
39,0,30,5,5,27,2,2,268,19,churn
29,1,30,20,7,24,2,0,764,9,churn
23,1,55,18,10,22,2,0,287,18,churn
38,0,5,14,10,22,2,0,398,10,churn
41,0,21,29,8,28,0,2,414,4,churn
64,1,17,2,8,9,2,0,813,30,churn
55,0,50,12,2,26,0,0,574,17,churn
25,1,12,2,7,19,0,2,297,7,churn
61,1,60,2,9,10,0,1,257,29,churn
55,0,28,21,1,23,0,0,737,4,churn
65,1,48,2,8,1,0,1,130,24,churn
65,0,16,3,5,10,1,2,788,25,churn
46,1,55,5,6,24,2,1,208,20,churn
64,0,56,8,6,20,2,0,886,8,churn
56,1,54,18,9,19,1,0,722,19,churn
36,0,15,25,7,21,0,0,333,14,churn
31,0,50,1,9,19,1,2,564,16,churn
48,1,46,27,7,26,0,2,280,4,churn
65,1,45,17,7,25,1,2,970,9,churn
40,1,37,8,5,17,2,0,926,10,churn
20,1,25,29,10,28,1,1,949,2,churn
38,0,44,13,9,24,2,0,869,15,churn
23,0,30,2,8,21,0,1,760,9,churn
60,1,49,14,7,25,1,1,246,23,churn
58,0,39,18,5,29,2,2,852,2,churn
51,1,40,8,6,24,2,1,902,2,churn
63,0,37,18,7,30,1,2,320,3,churn
60,0,48,18,8,24,1,2,560,15,churn
33,1,29,3,6,18,1,2,621,1,churn
47,0,51,30,5,18,1,1,910,11,churn
43,1,53,19,5,28,2,1,856,17,churn
35,0,37,27,4,24,1,0,546,13,churn
29,0,34,12,5,30,0,1,532,1,churn
60,0,34,2,10,13,0,1,647,11,churn
47,1,43,12,6,19,0,1,690,5,churn
59,0,30,4,9,26,2,2,671,7,churn
42,1,42,27,9,17,0,2,692,23,churn
42,0,57,18,1,23,1,0,692,5,churn
50,0,5,19,1,26,1,1,161,29,churn
38,0,22,23,3,29,2,1,280,1,churn
60,0,46,23,8,30,2,1,301,7,churn
23,0,22,15,5,23,0,0,486,20,churn
21,0,3,18,5,28,2,1,105,20,churn
64,1,40,19,10,25,0,2,822,6,churn
64,1,48,9,7,26,2,2,471,11,churn
39,1,53,9,6,25,1,1,805,15,churn
33,1,56,8,10,26,0,1,587,1,churn
48,1,27,14,8,23,2,2,285,27,churn
48,0,29,9,5,26,1,1,876,3,churn
50,0,7,13,1,22,1,0,292,7,churn
50,0,55,20,5,30,1,0,608,17,churn
60,0,8,7,0,28,1,0,118,7,churn
55,0,5,28,8,23,1,2,176,13,churn
48,0,60,7,5,17,1,0,820,26,churn
60,0,28,2,10,19,2,1,870,30,churn
30,1,53,4,7,25,1,2,333,24,churn
33,1,37,15,8,23,2,1,272,19,churn
22,0,55,3,6,18,2,0,286,18,churn
63,0,24,13,7,17,1,2,754,8,churn
53,0,15,3,8,15,1,1,887,18,churn
53,0,9,1,7,11,1,2,376,30,churn
57,0,23,20,5,25,0,0,613,30,churn
22,0,38,13,9,23,2,2,959,4,churn
34,1,39,3,5,21,0,1,562,18,churn
27,0,36,4,8,17,0,1,165,24,churn
53,0,49,21,9,22,0,2,463,26,churn
18,1,30,18,10,22,0,2,925,16,churn
49,0,15,28,9,30,1,1,389,5,churn
26,1,27,13,8,27,2,2,662,17,churn
65,0,29,3,4,24,1,1,947,9,churn
51,0,57,6,6,16,1,0,847,28,churn
21,1,50,18,10,18,0,2,596,12,churn
41,0,43,29,8,27,1,1,445,5,churn
62,0,39,7,2,30,0,2,435,13,churn
26,0,14,23,2,22,1,0,392,9,churn
33,0,34,9,10,17,1,0,388,13,churn
28,0,40,15,10,30,0,0,256,23,churn
64,1,37,17,9,19,0,1,372,2,churn
46,0,50,23,10,17,2,0,393,8,churn
51,0,41,1,9,10,0,0,327,1,churn
42,1,40,7,8,17,2,1,337,28,churn
42,0,20,4,10,25,1,0,503,18,churn
42,0,2,20,9,22,1,0,990,5,churn
56,0,31,26,3,28,2,2,374,3,churn
51,1,18,2,6,10,2,2,634,21,churn
50,1,45,13,7,21,0,2,339,7,churn
19,1,30,22,7,25,0,2,232,4,churn
42,0,47,29,10,22,1,2,988,30,churn
43,0,14,11,5,28,0,0,947,20,churn
40,0,17,6,4,22,0,0,115,19,churn
32,0,46,5,8,16,2,2,402,16,churn
47,1,40,5,6,30,2,1,739,8,churn
23,0,25,26,4,21,0,0,644,28,churn
39,1,47,28,7,26,1,2,745,22,churn
28,0,56,19,2,29,2,0,551,1,churn
37,0,49,11,3,23,1,0,635,21,churn
26,1,42,13,10,25,2,1,434,15,churn
64,0,39,5,10,18,0,1,319,11,churn
22,1,35,24,7,22,0,0,750,11,churn
23,0,21,16,5,21,2,0,617,23,churn
44,0,28,15,2,30,1,2,449,26,churn
47,1,58,24,6,20,0,1,633,29,churn
32,0,43,2,9,26,2,1,400,16,churn
58,0,52,5,3,22,0,1,301,30,churn
31,0,7,3,6,27,1,1,289,16,churn
24,1,52,1,5,11,1,2,185,15,churn
54,0,40,23,5,28,0,1,312,22,churn
61,1,32,11,5,24,0,2,398,4,churn
37,0,42,16,6,24,1,2,290,6,churn
41,0,17,16,0,30,2,2,392,15,churn
23,0,34,23,6,26,0,2,252,23,churn
37,0,60,13,5,21,1,1,165,21,churn
35,1,36,28,8,28,2,2,634,24,churn
62,1,51,8,9,23,2,2,388,16,churn
50,1,2,3,10,22,0,0,829,22,churn
63,0,29,28,1,21,0,1,452,13,churn
56,0,56,28,10,28,0,1,266,17,churn
23,1,49,30,9,22,1,2,787,16,churn
20,1,56,12,9,16,0,1,452,24,churn
47,1,42,11,9,18,0,0,760,24,churn
20,0,39,7,8,21,2,1,974,9,churn
31,1,31,1,10,23,0,2,962,29,churn
22,1,56,18,10,23,0,0,318,21,churn
29,0,58,6,8,23,1,2,518,26,churn
52,0,21,5,10,10,0,2,874,24,churn
22,1,60,20,5,29,2,1,617,9,churn
20,0,52,4,8,17,1,1,806,24,churn
40,0,54,17,5,19,2,0,822,21,churn
64,1,36,1,6,19,0,0,715,3,churn
61,0,51,18,7,19,2,2,436,28,churn
43,0,8,30,6,25,2,0,837,6,churn
56,1,33,3,10,10,0,2,719,29,churn
37,0,30,19,6,29,2,1,620,8,churn
27,0,23,29,0,23,1,1,167,12,churn
39,1,56,12,5,27,1,0,563,20,churn
50,0,41,16,0,23,0,2,340,11,churn
48,0,31,26,0,22,0,0,237,20,churn
22,0,13,22,2,25,2,2,302,19,churn
62,0,32,16,6,25,1,2,595,5,churn
30,0,24,17,6,25,2,1,890,9,churn
58,0,18,2,8,5,2,2,312,25,churn
63,1,38,29,5,29,1,1,254,11,churn
30,0,47,8,4,30,2,1,152,27,churn
32,1,41,11,8,16,0,2,146,18,churn
62,0,19,19,2,26,0,0,214,27,churn
43,1,39,7,8,27,1,1,630,9,churn
53,0,56,18,1,27,2,0,975,28,churn
22,0,28,18,5,19,2,1,926,9,churn
56,0,23,18,5,22,2,2,208,20,churn
65,0,51,28,10,18,2,1,841,26,churn
40,0,1,25,6,24,1,2,456,11,churn
38,0,33,29,10,28,0,2,485,2,churn
19,0,55,27,1,27,2,2,304,26,churn
37,0,52,3,7,16,0,0,703,10,churn
42,0,50,16,9,23,0,1,468,4,churn
46,0,59,20,5,26,0,0,415,27,churn
45,1,59,29,6,22,2,2,420,12,churn
53,1,33,28,7,29,1,0,987,28,churn
60,0,33,15,6,24,1,1,832,30,churn
22,0,37,14,0,25,2,0,926,15,churn
34,0,50,12,8,30,0,2,421,29,churn
32,0,42,22,2,25,2,0,134,19,churn
26,1,27,3,10,26,0,2,895,16,churn
45,0,41,10,8,20,2,0,363,30,churn
64,0,58,3,4,23,0,1,310,16,churn
59,0,8,26,5,30,1,0,972,22,churn
36,0,44,17,10,21,0,1,216,27,churn
22,1,3,1,2,5,0,1,380,24,churn
21,1,9,1,1,30,1,2,197,24,churn
37,0,9,17,10,27,2,2,203,11,churn
34,1,35,15,10,29,2,2,197,22,churn
43,0,46,29,10,16,0,1,890,17,churn
50,1,45,24,9,29,1,2,719,6,churn
24,0,26,10,5,25,1,0,870,26,churn
55,1,56,8,6,24,1,0,386,4,churn
23,0,33,30,8,18,2,2,802,22,churn
35,0,33,17,10,21,1,1,667,16,churn
64,0,51,8,8,17,1,2,845,19,churn
38,0,44,29,6,27,0,0,846,12,churn
59,0,33,16,6,27,1,2,393,11,churn
26,1,45,10,7,25,1,0,935,5,churn
37,0,41,29,3,24,2,0,236,24,churn
38,0,34,17,0,28,1,1,430,14,churn
29,1,42,24,7,29,2,0,330,3,churn
59,0,56,10,5,27,0,1,434,23,churn
23,0,55,4,4,30,2,0,848,1,churn
50,0,39,5,3,24,2,0,452,27,churn
51,0,30,6,6,25,2,2,560,9,churn
65,0,26,25,8,29,0,2,161,3,churn
22,0,38,3,5,25,0,1,730,18,churn
35,1,45,6,9,25,1,2,423,12,churn
33,0,51,22,9,25,2,2,977,30,churn
41,0,48,14,9,17,1,2,930,13,churn
20,0,28,7,6,18,2,2,316,28,churn
21,1,34,25,6,23,2,0,812,10,churn
18,0,52,10,3,30,2,1,236,16,churn
18,0,45,4,6,18,1,0,991,29,churn
19,0,1,3,10,7,0,1,379,25,churn
18,0,8,23,2,26,1,1,273,23,churn
56,0,54,14,9,21,0,2,834,20,churn
39,0,52,18,6,27,0,2,223,10,churn
28,0,45,17,7,26,1,0,822,2,churn
51,1,10,5,5,15,2,2,483,8,churn
60,0,10,14,3,29,2,0,765,8,churn
20,0,29,27,0,28,0,2,255,12,churn
30,0,40,7,5,26,0,2,487,16,churn
41,1,2,1,5,19,1,2,244,29,churn
37,0,55,4,4,28,0,0,190,15,churn
55,1,1,1,0,23,0,2,455,4,churn
28,1,55,25,7,24,0,2,189,21,churn
27,0,52,9,7,18,0,0,364,19,churn
27,1,25,18,10,17,2,2,332,7,churn
47,0,54,22,3,23,1,0,199,30,churn
59,0,10,30,5,24,1,0,529,27,churn
25,0,7,3,3,25,2,2,181,29,churn
29,1,47,22,7,22,1,1,199,25,churn
39,0,36,3,8,17,0,2,270,26,churn
64,0,4,13,8,22,1,0,876,21,churn
20,1,35,29,9,26,2,2,293,2,churn
37,0,26,10,10,24,0,1,791,10,churn
55,0,8,28,4,27,2,0,356,5,churn
33,1,36,28,9,29,2,2,904,6,churn
55,1,52,6,5,27,1,0,131,8,churn
50,0,34,16,6,29,1,0,183,17,churn
30,0,32,7,1,25,1,0,545,15,churn
36,0,28,24,2,24,2,1,136,1,churn
45,0,20,30,10,30,1,1,477,25,churn
59,1,24,3,8,21,1,1,869,5,churn
35,0,11,26,2,24,2,1,225,17,churn
51,1,58,5,5,13,0,1,940,19,churn
50,1,57,29,8,17,0,2,836,1,churn
52,1,31,4,9,15,1,1,202,5,churn
44,0,28,1,6,25,2,0,222,10,churn
51,0,22,19,3,23,2,0,578,13,churn
49,0,9,6,9,22,2,0,293,4,churn
34,0,1,3,4,28,1,2,297,28,churn
27,0,10,19,10,22,2,1,484,14,churn
38,0,54,11,6,23,0,1,179,5,churn
52,1,59,22,5,16,1,2,427,2,churn
50,0,29,10,5,30,0,2,323,17,churn
31,0,47,14,0,27,1,0,333,3,churn
64,0,39,24,5,26,1,0,109,25,churn
29,1,58,29,7,17,1,1,428,20,churn
47,0,44,2,7,24,2,0,390,26,churn
59,1,38,19,10,18,0,1,440,29,churn
63,1,56,6,5,19,2,1,816,23,churn
51,1,53,16,8,23,0,1,996,14,churn
51,0,58,10,2,30,1,2,187,4,churn
52,0,27,23,8,16,2,0,299,22,churn
64,1,37,19,5,18,2,0,262,10,churn
52,0,41,1,3,22,2,2,489,11,churn
52,1,60,16,6,16,2,0,940,10,churn
59,1,43,30,10,29,2,2,390,5,churn
65,1,25,30,5,18,1,2,393,26,churn
60,1,43,8,8,19,2,0,601,30,churn
34,0,54,11,8,27,0,0,523,12,churn
48,0,52,20,9,20,1,1,982,10,churn
24,0,29,29,9,23,1,0,322,3,churn
57,0,5,2,0,24,1,0,104,14,churn
51,0,45,5,9,5,0,0,353,12,churn
59,0,55,23,0,24,2,2,308,18,churn
32,0,22,13,6,23,0,0,444,24,churn
55,0,45,26,9,22,2,0,458,18,churn
53,1,60,2,7,27,2,1,399,28,churn
61,0,52,13,6,19,2,0,223,20,churn
41,0,48,17,4,26,1,0,580,26,churn
54,1,31,2,4,9,0,0,668,19,churn
55,0,59,10,8,17,0,0,204,18,churn
29,0,45,11,9,28,1,0,832,24,churn
25,0,23,13,4,26,1,0,279,14,churn
33,1,50,29,9,20,2,1,998,20,churn
38,0,11,20,3,27,0,1,500,19,churn
44,1,39,25,7,21,2,2,276,26,churn
27,0,57,5,2,29,1,0,123,26,churn
39,0,60,26,1,21,1,0,860,24,churn
48,0,51,3,6,20,1,0,232,13,churn
