Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
57,1,27,5,0,14,1,1,981,21,0
56,1,35,15,4,18,1,0,940,1,0
20,0,31,30,1,4,2,1,283,1,0
35,1,33,9,0,11,0,1,515,5,0
45,0,42,21,10,9,2,0,179,24,0
20,1,38,12,5,2,2,2,921,25,0
27,1,4,14,1,30,2,0,152,18,0
64,1,16,22,4,21,1,2,217,10,0
39,1,14,27,10,29,0,2,429,2,0
53,1,44,17,0,1,2,0,698,28,0
27,1,13,30,6,13,1,2,150,29,0
57,1,58,1,1,10,0,0,735,24,0
46,1,26,6,1,29,1,2,714,30,0
56,1,57,22,2,3,1,0,238,4,0
18,0,26,13,1,16,0,0,107,27,0
43,0,59,17,2,26,1,2,657,1,0
55,1,15,11,10,6,1,0,800,16,0
60,1,43,8,10,15,2,1,501,16,0
19,1,5,28,3,26,1,0,780,26,0
61,0,4,10,10,27,2,1,988,9,0
61,1,34,29,10,13,2,2,602,8,0
19,0,13,21,0,16,2,2,607,26,0
61,0,37,3,1,17,2,0,416,13,0
53,0,59,7,1,2,0,2,567,4,0
51,0,53,14,7,4,1,2,272,28,0
50,0,24,2,4,5,1,1,598,14,0
53,1,21,21,2,9,1,0,323,8,0
49,1,44,2,0,28,2,1,113,14,0
25,1,13,11,3,29,0,1,537,27,0
26,1,17,7,1,5,1,1,740,26,0
32,1,24,22,2,18,1,1,870,27,0
24,1,44,6,4,21,2,1,363,9,0
18,0,5,22,6,1,1,0,206,18,0
54,1,26,21,2,14,1,2,958,11,0
25,1,17,20,9,4,1,0,897,16,0
55,0,18,27,10,24,1,2,553,1,0
25,0,2,11,9,20,0,1,852,16,0
59,1,28,18,3,24,1,0,796,21,0
35,1,56,8,10,8,1,1,669,13,0
38,1,5,20,10,3,1,0,646,9,0
37,1,15,11,6,14,2,0,152,14,0
37,1,7,7,6,23,2,0,904,18,0
44,1,32,6,7,14,1,1,524,28,0
61,1,5,11,0,26,0,2,355,14,0
33,0,6,3,0,16,2,1,875,18,0
35,0,21,19,9,11,0,0,607,21,0
33,1,17,26,8,15,0,0,573,21,0
24,0,41,8,8,0,1,1,820,22,0
23,0,25,21,10,9,2,1,872,18,0
19,1,29,28,7,8,0,0,419,10,0
40,0,14,19,5,5,0,2,612,6,0
33,0,11,5,10,6,2,1,732,8,0
63,0,45,12,10,11,1,1,191,19,0
29,1,47,23,6,9,2,1,642,26,0
32,0,31,16,7,0,2,0,322,10,0
19,1,33,2,8,9,1,1,686,13,0
41,1,56,27,0,2,1,2,208,25,0
19,0,49,28,8,3,2,1,322,16,0
23,1,16,15,9,23,0,1,181,14,0
19,0,7,22,6,4,0,0,990,14,0
55,0,42,9,7,12,2,0,479,22,0
34,1,8,22,0,7,1,0,445,19,0
42,1,37,5,1,4,2,2,459,22,0
22,0,32,25,4,8,2,2,789,6,0
55,1,5,9,5,26,0,0,514,4,0
40,0,39,27,0,5,1,0,296,5,0
43,0,12,5,10,8,0,2,347,12,0
31,1,12,14,1,1,1,2,475,3,0
40,1,51,21,5,3,2,0,881,15,0
18,0,4,5,1,24,0,1,759,5,0
23,0,5,4,8,23,2,2,955,19,0
28,1,19,11,10,14,2,0,220,18,0
54,1,1,22,10,2,2,2,409,17,0
34,1,32,2,2,20,0,2,881,25,0
40,1,23,23,0,30,2,1,578,11,0
33,0,26,11,8,10,1,2,125,18,0
22,1,9,16,4,9,0,2,934,6,0
41,0,50,6,2,12,2,1,525,27,0
31,1,11,1,7,0,1,0,461,10,0
38,0,37,6,9,10,2,1,997,22,0
58,1,7,28,1,25,1,0,172,1,0
54,0,48,14,0,0,1,1,963,17,0
45,0,33,26,2,28,2,2,851,1,0
33,1,56,27,4,6,0,1,166,30,0
19,0,17,10,2,10,2,1,938,14,0
50,1,20,29,2,28,0,1,574,9,0
59,0,31,6,0,20,1,1,191,27,0
64,0,12,8,4,1,0,0,209,9,0
29,0,34,10,0,29,1,1,609,19,0
62,0,15,29,7,1,2,1,405,20,0
43,0,33,6,2,6,2,0,326,10,0
22,0,13,1,10,8,1,1,564,4,0
64,0,27,7,3,4,2,1,204,8,0
35,1,33,23,0,27,0,1,791,4,0
52,1,23,23,6,8,2,1,973,3,0
42,1,2,25,3,30,0,2,512,20,0
55,0,39,21,1,20,0,2,871,3,0
25,0,37,9,1,7,1,1,860,20,0
25,1,14,21,6,6,2,1,421,7,0
56,1,51,15,0,26,2,1,405,3,0
31,0,47,29,3,14,0,2,558,9,0
60,0,4,10,6,11,0,0,841,3,0
23,1,6,5,8,25,2,0,344,3,0
25,0,22,30,10,23,1,2,533,19,0
57,0,37,23,3,9,1,2,385,18,0
41,1,39,30,1,0,0,1,167,29,0
48,1,9,10,5,7,1,2,320,8,0
63,0,51,18,2,19,1,1,134,6,0
31,0,2,11,1,4,2,0,433,30,0
24,1,11,8,5,22,1,0,134,22,0
27,1,1,17,7,18,0,1,629,12,0
38,1,11,8,0,3,2,0,901,29,0
36,0,37,20,6,14,2,2,180,15,0
59,1,51,13,7,8,1,1,629,20,0
65,1,32,15,1,1,1,0,499,19,0
58,1,29,6,1,30,1,2,839,22,0
44,0,50,23,1,18,0,2,743,24,0
39,0,35,5,9,4,1,0,498,8,0
34,0,8,8,2,11,0,1,712,28,0
33,1,43,20,8,11,0,2,627,24,0
62,0,59,20,2,15,1,1,760,16,0
44,0,43,17,4,1,0,2,162,4,0
18,1,36,18,1,29,2,0,200,14,0
60,1,39,6,4,13,1,2,926,14,0
42,0,41,4,8,2,0,0,726,30,0
29,1,41,15,0,14,2,1,158,9,0
33,1,27,3,8,14,2,1,221,18,0
38,1,20,6,6,5,2,2,255,13,0
19,1,19,24,5,29,2,1,558,18,0
35,0,50,29,0,13,1,2,783,28,0
46,0,49,15,9,2,1,1,783,17,0
61,1,46,5,2,3,2,2,501,21,0
63,1,36,1,1,27,0,2,988,16,0
50,0,2,24,10,14,0,1,118,19,0
32,1,39,5,5,5,1,1,204,15,0
54,1,15,3,0,28,2,2,655,11,0
65,0,23,16,5,17,2,0,648,10,0
35,0,24,27,4,0,0,2,670,14,0
40,1,30,11,7,13,2,0,830,28,0
42,1,20,23,8,29,2,1,476,16,0
38,0,59,23,0,18,1,1,779,5,0
64,0,7,12,1,19,1,2,164,28,0
41,0,20,17,6,15,2,0,985,7,0
64,1,10,28,0,10,0,1,636,20,0
40,0,9,2,6,0,1,1,249,15,0
32,0,37,5,1,13,1,1,959,21,0
23,1,45,8,3,4,1,2,176,1,0
21,0,5,16,9,6,1,0,383,20,0
35,1,2,14,8,6,0,1,886,15,0
50,0,19,6,3,30,1,2,809,29,0
28,0,43,30,7,5,0,0,600,11,0
56,0,50,28,5,13,2,2,246,11,0
30,0,26,4,8,13,2,2,581,18,0
59,0,30,22,6,3,0,1,995,8,0
55,0,9,23,3,4,1,0,797,12,0
44,0,55,22,8,12,0,2,659,18,0
20,1,45,8,3,20,1,2,697,22,0
46,1,23,29,4,7,0,2,115,11,0
44,0,13,24,7,17,1,1,672,22,0
36,1,19,18,6,15,0,1,224,3,0
34,1,26,30,3,10,2,2,935,19,0
27,1,25,18,4,27,0,0,803,24,0
35,1,32,26,7,2,2,0,931,15,0
23,0,28,26,7,2,1,2,942,20,0
41,1,41,8,2,14,2,0,688,22,0
39,0,43,23,1,17,1,1,778,26,0
34,0,46,12,1,17,2,1,913,26,0
26,1,15,6,9,9,2,2,737,5,0
65,0,21,2,1,6,2,1,840,2,0
22,1,4,1,5,19,2,0,261,10,0
32,1,43,11,10,12,2,0,999,29,0
41,0,56,11,4,10,0,2,950,4,0
25,1,14,29,3,28,0,2,804,25,0
45,0,48,9,0,16,1,1,555,12,0
19,0,51,29,3,18,1,0,128,27,0
60,0,33,14,3,12,0,1,214,29,0
37,1,16,2,6,30,1,0,395,26,0
39,0,47,29,0,3,2,0,872,17,0
23,1,38,8,9,6,2,1,153,14,0
47,0,29,18,9,14,2,1,274,16,0
43,1,3,14,4,19,0,1,185,30,0
58,0,33,9,3,24,0,2,544,6,0
52,1,33,1,3,27,2,0,568,21,0
36,0,47,5,3,14,1,2,689,26,0
25,1,34,11,10,12,2,2,706,4,0
63,1,46,23,6,13,1,1,417,20,0
34,1,27,11,4,8,1,2,958,2,0
63,1,9,21,3,1,1,0,657,24,0
48,1,32,8,0,8,2,1,596,5,0
19,1,59,9,10,10,0,2,495,21,0
40,0,24,5,1,0,2,1,520,22,0
43,1,54,8,5,5,1,2,954,23,0
29,1,19,26,10,22,2,2,317,29,0
48,0,51,3,7,13,0,1,589,6,0
37,1,50,15,0,27,0,1,959,14,0
41,1,10,18,5,26,0,0,785,16,0
22,0,39,14,5,4,2,2,866,22,0
65,0,8,8,3,28,0,1,964,12,0
36,0,41,10,5,6,2,2,781,6,0
31,1,36,3,10,13,0,1,816,22,0
60,1,13,22,4,12,1,2,568,6,0
55,0,49,20,4,10,2,2,176,2,0
54,0,38,29,1,19,0,0,404,8,0
36,1,15,26,3,6,1,2,641,17,0
38,0,42,1,2,17,0,1,919,29,0
51,0,3,7,6,7,2,1,807,5,0
22,0,14,29,8,19,2,0,910,27,0
32,1,6,25,4,23,2,2,227,13,0
32,0,22,25,9,9,0,1,490,22,0
44,1,47,19,7,2,1,2,630,25,0
55,1,21,26,5,24,1,2,918,29,0
59,1,50,28,2,26,0,2,677,12,0
62,0,4,15,7,5,1,0,238,5,0
39,1,59,23,4,15,0,0,744,8,0
24,0,4,23,8,3,1,2,176,18,0
55,1,14,10,0,14,2,0,867,30,0
41,0,21,15,5,0,0,2,986,30,0
59,0,49,11,2,2,0,1,212,19,0
55,1,57,14,0,14,0,2,478,10,0
61,1,4,10,6,17,1,2,317,15,0
64,0,12,10,7,8,1,1,478,29,0
42,1,37,30,3,11,1,2,279,25,0
57,1,19,24,0,23,2,1,224,22,0
36,0,59,8,3,8,1,0,781,22,0
18,1,16,6,0,20,2,2,423,8,0
43,1,43,24,5,3,1,2,967,21,0
65,1,10,13,7,13,0,1,823,21,0
41,1,44,15,6,7,1,2,728,24,0
21,0,44,4,5,10,1,2,416,2,0
43,1,9,27,9,22,2,2,554,19,0
43,0,14,5,0,10,1,2,580,30,0
30,0,8,24,9,0,2,2,948,18,0
37,0,44,8,1,23,1,2,986,7,0
49,1,30,3,8,6,0,2,824,18,0
47,1,16,23,3,24,0,2,253,7,0
56,0,5,17,4,16,0,1,492,16,0
54,0,14,11,10,6,0,2,501,10,0
44,0,37,9,5,11,0,1,313,11,0
45,0,44,28,0,2,2,0,306,14,0
22,1,15,25,0,9,2,0,129,20,0
54,1,3,17,8,29,2,1,619,14,0
41,1,28,17,2,15,0,0,394,30,0
39,0,51,30,2,9,2,0,737,25,0
20,0,49,28,4,10,0,1,332,15,0
36,1,38,14,4,7,0,2,863,7,0
22,0,29,13,9,11,1,0,656,9,0
25,1,48,13,3,23,2,1,687,11,0
48,0,3,13,4,13,0,2,649,15,0
35,1,2,2,9,2,1,1,587,9,0
47,1,7,28,0,23,2,0,777,8,0
34,0,41,6,3,10,1,1,341,11,0
44,0,28,17,9,14,1,1,124,25,0
57,0,59,28,9,6,0,0,450,2,0
25,1,24,24,3,3,1,2,161,11,0
47,1,10,23,7,23,1,0,239,14,0
37,0,22,8,0,13,0,0,427,27,0
54,1,35,18,9,2,0,1,502,16,0
38,1,59,20,4,21,1,2,421,27,0
33,0,3,30,6,28,2,2,804,17,0
29,1,10,8,6,0,2,1,903,28,0
33,1,51,3,2,14,0,0,515,19,0
34,0,16,15,4,15,1,2,166,2,0
30,0,43,21,5,0,0,2,645,7,0
57,1,52,7,2,0,0,0,151,28,0
42,1,10,10,5,26,0,0,951,17,0
65,0,4,13,3,17,0,2,382,1,0
22,1,45,12,6,4,1,0,466,16,0
32,1,21,11,3,8,0,2,145,29,0
41,1,59,21,2,20,0,1,429,10,0
30,1,19,9,7,2,1,0,905,29,0
53,1,16,26,5,25,0,2,751,30,0
25,1,17,19,6,25,1,2,996,4,0
37,1,11,12,10,2,1,2,698,11,0
33,1,16,14,9,26,2,0,299,4,0
46,0,59,30,7,2,2,2,960,22,0
31,1,54,13,2,22,0,1,308,6,0
46,0,34,25,4,2,2,2,195,30,0
56,0,10,28,7,18,0,0,767,30,0
34,1,36,18,4,24,0,1,279,6,0
23,0,54,4,0,0,1,2,349,17,0
60,1,20,28,8,18,0,0,389,23,0
24,1,53,16,3,9,1,2,920,3,0
46,0,57,19,1,1,0,2,729,3,0
48,0,27,15,2,10,2,1,455,5,0
64,0,57,18,5,4,1,2,202,26,0
62,0,26,12,0,19,0,1,371,6,0
48,1,17,21,9,3,0,1,181,7,0
32,0,60,27,2,14,1,1,666,10,0
20,1,18,26,0,12,2,1,409,2,0
51,0,28,19,0,7,2,0,677,27,0
22,0,33,5,7,9,2,1,857,6,0
31,1,8,2,0,3,2,0,990,30,0
32,1,27,11,8,7,2,0,292,30,0
29,1,24,13,0,28,0,2,913,2,0
41,1,23,22,6,8,1,1,367,10,0
20,0,25,22,2,13,2,0,954,13,0
45,0,2,23,8,14,2,0,157,9,0
27,1,4,12,10,28,0,0,985,15,0
37,1,11,13,8,7,2,0,589,21,0
59,1,35,7,2,19,1,0,565,5,0
47,1,24,21,8,14,1,1,836,23,0
48,1,37,23,3,4,0,1,893,5,0
56,1,52,24,2,5,1,0,942,8,0
50,0,11,23,7,14,2,0,774,17,0
31,1,7,17,5,18,2,2,332,19,0
24,1,54,2,8,11,0,1,729,22,0
53,1,8,30,10,5,0,2,326,27,0
33,1,54,20,1,9,2,2,439,19,0
50,1,19,3,5,20,1,2,965,23,0
34,0,3,9,5,7,1,0,656,24,0
22,0,33,17,0,5,0,1,583,3,0
59,1,6,29,10,22,2,1,148,9,0
48,0,21,7,7,9,2,0,449,14,0
33,1,23,9,10,25,0,1,728,21,0
20,1,48,8,1,18,2,2,370,29,0
25,0,23,3,8,29,2,2,789,15,0
61,1,17,19,3,19,1,0,623,23,0
59,0,10,8,7,6,2,2,409,13,0
49,1,44,22,3,30,1,1,556,7,0
64,1,47,13,7,2,0,1,574,13,0
61,1,60,2,3,23,2,1,361,25,0
51,1,6,8,10,26,2,2,260,3,0
39,0,15,3,1,2,1,0,946,30,0
50,1,23,5,9,29,1,0,446,30,0
41,1,19,27,5,28,0,2,937,22,0
62,1,37,14,3,18,1,2,569,15,0
48,0,45,16,1,11,0,2,963,11,0
44,1,17,3,4,29,1,0,882,17,0
26,0,34,27,1,9,0,2,990,12,0
33,0,1,17,6,20,0,2,327,1,0
65,1,42,3,3,12,1,1,870,11,0
35,1,59,21,2,21,0,1,380,8,0
22,0,59,18,5,6,0,2,234,12,0
41,1,16,9,9,15,1,0,348,18,0
34,1,46,11,9,10,0,0,156,1,0
43,0,9,4,8,8,0,1,902,28,0
63,1,30,25,0,9,1,0,738,3,0
63,1,58,1,0,29,1,0,156,2,0
47,1,16,16,2,15,2,1,414,23,0
19,1,6,19,1,2,0,0,600,19,0
50,1,6,9,7,6,2,1,313,29,0
37,0,57,5,3,29,1,2,872,1,0
43,1,38,6,4,4,0,0,367,24,0
65,1,2,16,3,21,2,2,837,7,0
39,0,29,25,5,2,1,2,576,24,0
53,1,7,7,1,26,0,0,220,23,0
55,1,14,15,8,2,2,1,869,8,0
30,1,41,14,10,10,2,0,500,29,0
30,0,17,12,8,10,2,1,189,28,0
29,1,25,19,1,21,0,2,672,23,0
25,1,36,13,4,28,2,0,166,7,0
24,1,13,4,8,21,2,2,957,22,0
43,0,2,22,7,6,0,2,995,30,0
33,1,10,19,4,10,0,0,401,28,0
20,1,31,15,9,0,2,1,719,20,0
39,1,7,14,9,18,0,1,977,19,0
50,1,5,25,10,17,1,2,412,11,0
40,1,32,30,6,6,1,1,129,22,0
47,1,31,1,8,7,1,2,856,19,0
26,1,15,13,9,21,0,0,716,10,0
27,1,31,13,2,7,0,0,648,25,0
45,1,24,4,9,4,0,1,570,26,0
27,1,24,20,2,1,2,2,499,7,0
42,1,49,9,0,24,0,0,521,26,0
57,1,12,15,8,24,1,0,315,20,0
62,1,16,16,10,20,0,1,596,30,0
63,1,57,21,3,30,2,2,157,28,0
21,1,10,14,4,11,2,1,836,8,0
50,1,30,27,9,11,0,2,132,14,0
52,0,50,19,1,1,1,0,904,17,0
53,1,57,12,3,3,2,2,302,4,0
47,0,15,28,1,30,1,1,525,2,0
64,1,51,18,2,3,1,2,332,21,0
42,1,48,18,0,24,1,2,736,20,0
60,1,38,12,2,19,1,1,308,18,0
42,1,13,22,3,21,2,2,263,4,0
61,0,3,13,4,0,0,0,360,15,0
62,1,54,19,2,28,1,2,665,15,0
37,1,56,14,0,23,2,2,344,2,0
45,0,31,11,10,4,0,1,737,9,0
30,1,50,10,7,6,2,2,968,30,0
20,1,9,28,8,2,0,0,180,28,0
46,0,41,9,5,14,0,2,590,27,0
44,1,3,8,0,24,1,1,553,3,0
47,1,8,13,2,26,2,0,385,17,0
28,0,14,6,2,15,2,0,346,27,0
36,1,28,13,6,7,2,1,384,30,0
43,1,28,7,2,21,1,1,185,25,0
62,1,10,4,2,23,2,0,495,11,0
65,1,35,30,3,4,1,0,461,27,0
37,0,54,12,8,0,1,1,563,25,0
58,1,37,22,1,18,0,1,281,26,0
49,1,22,2,4,11,2,0,844,24,0
22,0,12,12,10,6,2,1,801,9,0
28,0,54,15,2,20,2,0,956,11,0
62,0,40,20,1,5,0,1,633,11,0
52,0,21,24,6,15,2,2,869,12,0
35,1,17,23,6,19,1,1,148,23,0
34,1,31,18,10,10,2,0,596,13,0
51,1,41,4,3,12,1,2,669,9,0
37,1,34,13,0,30,2,1,604,20,0
25,0,48,10,5,4,1,0,972,14,0
45,1,14,15,1,20,0,1,961,25,0
65,1,12,11,7,26,2,2,508,19,0
34,0,16,27,1,15,0,2,741,20,0
28,1,17,15,5,12,0,0,872,9,0
44,1,9,22,3,15,1,1,804,25,0
53,1,13,9,7,16,2,2,949,26,0
50,0,12,11,9,0,2,1,753,8,0
39,1,12,28,0,10,1,1,430,8,0
58,1,7,4,2,15,2,2,932,11,0
59,0,7,30,4,5,2,1,646,9,0
50,1,3,21,10,28,1,2,135,29,0
26,1,56,14,8,1,0,0,589,16,0
29,1,14,30,10,26,1,1,818,17,0
35,1,58,3,1,4,0,2,372,22,0
56,0,4,29,1,29,1,2,715,3,0
62,1,50,4,1,28,1,1,726,6,0
