Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
29,Male,43,19,4,10,1,1,139,11,0
35,Male,59,9,5,4,2,1,355,20,0
31,Female,23,3,9,24,0,2,768,12,0
24,Female,54,8,4,18,0,1,167,19,0
20,Male,14,6,9,8,2,0,670,17,0
49,Male,18,12,1,12,1,2,262,23,0
56,Male,3,5,1,21,2,1,319,12,0
30,Female,34,16,0,18,0,0,439,21,0
57,Female,25,6,1,23,1,1,735,18,0
25,Male,29,5,2,4,0,1,335,21,0
54,Male,5,15,1,17,2,0,650,22,0
23,Male,57,4,1,30,2,2,356,22,0
60,Male,47,22,6,14,2,2,544,14,0
30,Female,44,3,3,23,0,2,820,20,0
63,Female,54,27,5,0,1,1,712,16,0
35,Male,51,4,7,2,0,0,662,20,0
31,Female,50,24,0,9,0,0,400,12,0
25,Female,24,30,2,28,2,1,534,28,0
50,Male,12,5,0,28,1,2,984,7,0
63,Female,20,9,5,20,1,2,594,23,0
34,Female,2,10,4,20,2,1,107,22,0
44,Female,19,5,9,19,1,2,381,20,0
35,Female,53,25,3,14,0,0,772,19,0
53,Female,2,7,4,16,1,1,421,22,0
32,Female,6,15,1,12,0,0,240,10,0
46,Male,8,6,10,18,1,2,655,7,0
49,Male,19,12,10,11,0,2,299,2,0
63,Male,50,8,4,28,0,2,329,29,0
53,Female,14,24,3,1,0,0,313,8,0
25,Male,10,9,8,20,0,0,679,12,0
19,Female,27,24,0,17,2,0,750,16,0
28,Female,17,19,4,15,1,0,702,17,0
19,Female,60,18,1,12,1,2,649,20,0
18,Female,44,21,2,11,1,2,114,7,0
49,Male,49,6,2,16,2,2,459,27,0
25,Male,21,21,1,7,0,2,574,12,0
33,Female,8,17,6,17,0,2,955,21,0
65,Male,34,6,2,13,2,2,956,21,0
62,Female,53,25,7,7,1,1,726,6,0
46,Male,30,25,1,19,2,1,488,16,0
41,Female,27,5,4,9,1,1,581,28,0
49,Female,37,5,9,4,0,2,396,7,0
55,Male,19,8,8,12,1,0,329,3,0
45,Female,17,16,8,16,0,0,231,6,0
33,Male,12,27,6,26,2,2,686,17,0
41,Male,58,6,0,20,1,0,395,8,0
47,Female,51,9,10,2,0,1,790,23,0
51,Female,40,17,0,20,2,1,112,15,0
31,Female,35,20,7,2,1,1,213,5,0
31,Female,37,10,3,10,1,1,504,13,0
65,Female,14,16,8,27,2,2,552,19,0
27,Male,47,22,10,11,2,2,308,19,0
28,Female,10,29,10,4,0,0,442,17,0
35,Male,43,8,1,29,0,1,835,26,0
32,Male,27,6,0,9,0,1,648,5,0
23,Female,46,26,3,11,1,2,347,23,0
41,Male,57,16,2,7,1,1,334,13,0
41,Male,20,1,1,20,0,2,592,15,0
26,Female,31,3,7,10,1,1,419,3,0
41,Male,3,28,9,27,2,2,570,20,0
59,Female,59,8,9,7,1,2,276,23,0
23,Male,19,1,1,7,0,1,166,8,0
20,Male,23,7,10,26,0,0,610,6,0
26,Female,23,2,6,7,2,0,135,22,0
27,Male,14,30,5,6,2,0,535,5,0
48,Male,60,13,0,17,0,0,912,21,0
38,Male,52,17,2,3,2,0,170,8,0
20,Female,31,22,6,8,2,2,874,28,0
38,Male,22,10,4,8,0,0,843,25,0
19,Female,33,29,9,11,1,0,716,10,0
40,Male,5,10,5,5,1,1,348,24,0
39,Male,31,1,8,3,1,2,515,2,0
28,Female,27,20,1,12,0,1,131,12,0
29,Female,5,18,0,3,1,2,703,30,0
57,Female,17,15,9,8,1,0,738,2,0
48,Female,39,2,5,8,1,2,324,3,0
50,Female,20,20,2,3,2,2,844,6,0
50,Male,39,14,3,12,1,0,151,29,0
34,Female,21,19,1,9,2,1,168,27,0
46,Female,29,24,3,25,1,2,988,26,0
54,Male,29,28,2,0,1,1,893,20,0
47,Male,9,10,4,2,2,2,399,14,0
61,Male,21,11,2,29,0,2,763,19,0
27,Female,2,10,5,29,1,1,504,20,0
52,Female,56,24,10,8,0,0,233,14,0
40,Male,6,23,1,7,2,2,600,1,0
65,Female,50,6,3,20,1,2,227,24,0
60,Female,22,30,1,7,1,2,926,28,0
36,Female,10,8,9,15,1,0,627,4,0
29,Female,1,1,7,18,2,0,790,20,0
60,Male,45,25,1,26,1,2,516,16,0
29,Male,30,14,10,15,2,2,117,5,0
40,Male,29,12,6,14,0,0,149,21,0
63,Male,13,12,9,3,2,0,870,15,0
57,Male,46,5,2,17,0,0,335,20,0
53,Female,8,15,8,0,1,2,659,22,0
56,Female,17,24,5,17,0,0,102,14,0
19,Female,51,3,9,6,1,1,143,22,0
57,Male,40,14,3,4,0,2,515,29,0
31,Male,19,12,4,12,1,2,127,30,0
38,Female,34,12,4,6,2,0,809,19,0
41,Male,18,10,0,23,1,1,457,13,0
33,Female,45,24,0,14,2,2,265,6,0
42,Female,47,1,6,13,2,0,657,1,0
61,Male,49,10,6,2,2,2,254,11,0
40,Female,27,25,10,5,2,2,446,1,0
62,Male,52,8,1,28,0,0,957,22,0
24,Female,49,8,1,8,2,2,176,6,0
24,Female,7,6,7,13,0,1,298,8,0
37,Female,2,30,2,4,0,1,317,14,0
61,Female,14,24,0,11,0,0,909,13,0
63,Female,16,28,5,9,2,0,863,15,0
19,Male,53,22,9,10,2,0,355,28,0
46,Female,55,12,6,8,1,1,156,7,0
18,Male,12,29,10,3,0,2,632,13,0
20,Female,17,12,9,3,0,0,750,26,0
39,Female,44,30,2,30,1,2,844,23,0
55,Female,23,20,2,16,0,1,735,17,0
30,Female,7,26,6,13,0,1,841,26,0
37,Female,18,27,0,17,2,1,715,25,0
36,Male,21,8,1,24,1,0,743,15,0
32,Female,39,14,0,7,0,2,394,21,0
28,Male,23,20,4,18,0,0,203,21,0
58,Female,43,16,3,2,0,1,874,21,0
65,Male,12,30,8,13,0,2,222,27,0
19,Male,37,20,8,15,2,0,512,20,0
37,Female,3,11,4,2,1,2,600,26,0
39,Male,5,23,2,8,2,2,427,14,0
47,Female,39,17,9,14,0,0,856,26,0
47,Male,15,16,0,9,0,1,752,4,0
47,Female,23,6,1,17,0,2,300,27,0
37,Male,48,14,1,10,1,2,869,21,0
27,Male,23,6,6,5,1,0,938,24,0
53,Male,13,9,7,16,2,2,949,26,0
35,Female,20,8,3,0,1,1,222,4,0
39,Female,31,15,0,14,1,0,355,26,0
24,Male,5,17,4,8,2,0,532,15,0
38,Female,54,8,8,9,1,1,714,29,0
64,Male,43,10,3,9,1,2,221,25,0
20,Female,18,29,5,18,1,1,308,21,0
48,Male,27,13,3,5,1,1,205,17,0
20,Male,56,29,8,5,1,2,440,11,0
24,Male,38,1,7,10,1,0,836,6,0
31,Male,4,25,9,19,1,0,173,16,0
37,Female,50,4,2,7,1,2,276,17,0
57,Male,42,8,6,1,2,2,477,15,0
54,Male,9,16,4,16,0,2,929,9,0
19,Female,38,14,2,1,2,2,706,14,0
61,Male,5,11,0,26,0,2,355,14,0
42,Female,5,22,10,25,2,1,713,15,0
29,Male,11,23,7,29,1,2,701,25,0
47,Female,54,2,1,10,2,2,793,18,0
37,Female,11,7,3,14,1,1,904,26,0
32,Female,46,17,4,20,2,1,822,29,0
34,Female,35,29,9,1,2,1,702,18,0
18,Male,4,15,9,10,2,0,685,11,0
58,Female,49,18,4,0,2,0,434,22,0
38,Male,52,1,10,14,0,2,1000,19,0
52,Female,49,14,4,14,2,1,847,30,0
31,Male,41,6,1,25,2,2,255,26,0
25,Female,45,7,3,6,2,0,610,13,0
59,Male,41,15,9,4,2,1,812,8,0
64,Female,12,10,7,8,1,1,478,29,0
35,Male,48,2,6,12,1,0,448,2,0
48,Female,23,6,3,0,0,0,293,11,0
31,Male,13,10,3,27,1,0,931,11,0
62,Male,50,18,10,6,1,2,617,6,0
49,Female,58,21,10,15,1,0,898,3,0
18,Male,26,15,1,23,1,1,387,1,0
59,Female,5,7,3,25,0,1,818,24,0
62,Female,47,10,2,3,0,0,470,26,0
28,Female,44,5,0,18,2,1,637,29,0
55,Male,18,20,0,28,1,1,453,22,0
63,Female,56,8,3,3,0,0,622,19,0
51,Female,19,10,10,2,2,2,692,7,0
52,Female,50,29,1,6,0,1,866,8,0
59,Female,50,14,1,6,1,1,876,13,0
29,Male,50,3,3,17,2,2,757,20,0
49,Female,13,28,10,11,1,2,897,13,0
23,Female,56,23,2,21,0,2,912,17,0
46,Male,12,18,7,27,2,2,692,7,0
19,Male,18,15,9,30,1,2,707,8,0
43,Female,55,24,7,15,0,0,363,16,0
56,Male,55,11,6,4,2,0,118,19,0
29,Male,19,22,7,28,1,1,401,19,0
21,Male,51,25,7,12,0,0,449,27,0
51,Female,22,18,1,19,1,0,263,23,0
59,Male,55,27,6,5,1,1,325,2,0
57,Male,50,16,7,11,2,1,827,9,0
49,Male,22,1,10,19,2,1,764,30,0
29,Female,32,7,10,10,2,1,930,11,0
21,Male,45,30,1,30,1,0,951,5,0
45,Female,58,15,4,8,0,2,734,17,0
43,Male,27,20,0,2,0,2,933,10,0
54,Female,32,21,0,4,0,0,788,6,0
42,Male,22,20,2,26,0,2,286,14,0
45,Female,13,3,10,19,0,1,182,25,0
40,Male,17,12,3,16,2,2,477,10,0
38,Female,13,7,7,14,2,1,823,14,0
57,Male,44,3,3,12,2,1,952,16,0
26,Male,7,26,4,23,2,0,104,13,0
62,Female,4,17,3,14,2,0,684,14,0
54,Male,52,12,5,12,1,1,122,8,0
57,Female,27,21,2,3,1,0,841,21,0
38,Male,23,26,1,14,0,0,406,30,0
31,Female,60,22,6,14,2,1,167,28,0
56,Male,30,5,10,14,2,2,621,24,1
42,Female,53,18,8,27,0,0,117,10,1
52,Female,60,12,9,16,1,2,165,13,1
29,Female,36,3,5,23,1,2,146,12,1
62,Female,25,28,5,29,1,0,353,1,1
41,Male,48,30,10,29,2,2,708,4,1
18,Female,1,25,4,22,2,0,451,26,1
59,Male,16,3,5,27,1,1,869,4,1
24,Male,42,27,10,20,1,0,205,25,1
29,Female,60,3,10,21,0,0,894,1,1
61,Female,37,7,3,29,1,0,273,28,1
29,Female,25,17,6,30,0,0,769,3,1
27,Male,24,23,10,25,0,2,438,17,1
54,Female,2,15,1,26,1,0,970,21,1
23,Female,36,15,7,30,1,1,636,21,1
43,Female,32,8,2,25,1,1,320,13,1
36,Female,44,9,6,22,1,2,750,21,1
50,Female,16,10,8,21,1,0,349,14,1
24,Male,60,4,8,22,1,0,595,9,1
64,Male,32,18,10,16,0,2,189,27,1
56,Female,9,16,3,30,2,1,247,23,1
64,Female,29,2,2,17,0,2,128,21,1
57,Male,60,6,7,18,0,1,136,24,1
41,Female,33,1,3,16,1,2,223,16,1
23,Female,48,24,10,22,1,2,825,20,1
26,Female,29,25,6,29,1,0,354,8,1
62,Male,2,3,0,7,0,1,359,17,1
60,Male,58,2,10,18,1,1,709,2,1
50,Male,30,19,8,23,1,1,313,29,1
22,Female,33,30,0,28,1,0,765,20,1
37,Female,1,2,3,22,1,0,144,9,1
48,Male,59,11,10,21,2,1,359,10,1
64,Female,57,13,10,27,0,2,671,2,1
47,Male,58,27,7,26,0,0,798,24,1
22,Male,48,8,7,21,2,1,672,2,1
54,Male,26,15,9,23,1,1,868,11,1
34,Female,41,22,6,17,1,0,706,5,1
21,Female,56,11,10,17,2,2,867,15,1
54,Male,6,3,4,3,2,0,453,26,1
53,Female,49,15,5,22,0,2,801,30,1
59,Female,47,29,5,22,0,2,558,19,1
23,Male,37,13,9,24,0,1,240,15,1
49,Male,34,23,9,20,0,2,234,13,1
54,Female,13,29,8,21,0,0,608,8,1
39,Male,51,20,8,30,2,0,457,25,1
50,Female,27,1,7,25,1,0,195,7,1
20,Female,50,18,10,28,0,2,285,21,1
54,Male,47,1,4,11,0,0,713,30,1
26,Female,37,9,7,25,1,1,718,8,1
18,Male,57,6,5,16,0,2,525,19,1
64,Female,36,1,6,27,1,0,834,16,1
59,Female,15,1,8,28,2,2,429,3,1
64,Female,39,16,7,18,0,1,606,28,1
65,Male,49,22,9,17,0,2,768,2,1
53,Male,33,10,5,27,0,0,138,13,1
29,Female,43,26,3,28,0,2,187,27,1
57,Female,43,27,5,18,0,1,964,7,1
51,Male,33,7,9,21,1,2,957,19,1
34,Female,10,6,3,30,2,2,122,29,1
62,Male,30,1,7,0,2,1,468,28,1
38,Female,59,9,7,19,1,0,536,29,1
39,Male,32,24,5,20,1,0,246,4,1
60,Female,8,13,5,30,0,0,679,30,1
32,Male,56,1,10,27,2,0,490,15,1
51,Female,3,14,6,26,1,2,373,5,1
61,Female,50,1,10,26,1,1,357,15,1
33,Female,5,10,5,21,2,0,764,4,1
39,Female,31,20,10,24,2,1,921,1,1
36,Female,30,22,7,30,1,2,925,9,1
44,Female,51,16,7,19,2,2,830,7,1
48,Male,32,28,9,26,2,1,464,14,1
19,Female,55,3,2,24,1,0,829,10,1
55,Female,40,5,4,25,0,1,781,4,1
53,Male,60,2,7,27,2,1,399,28,1
64,Male,49,24,9,18,2,2,487,14,1
61,Female,33,16,10,20,2,2,576,29,1
25,Female,37,25,8,25,2,2,276,4,1
25,Female,40,30,0,26,0,2,321,5,1
45,Female,24,8,4,25,1,0,962,14,1
44,Male,24,27,9,21,2,0,153,11,1
19,Male,49,30,7,26,2,2,344,23,1
39,Male,48,29,9,27,0,2,341,12,1
20,Male,54,2,6,30,2,1,610,22,1
21,Female,24,6,7,21,1,0,438,13,1
54,Female,47,4,8,16,2,2,156,15,1
34,Female,32,15,7,18,2,0,102,21,1
46,Female,54,8,10,20,0,1,197,9,1
44,Female,38,28,8,23,0,2,130,21,1
50,Female,14,16,4,21,2,1,452,27,1
58,Female,32,20,5,17,2,2,668,4,1
47,Male,42,12,7,23,2,0,721,28,1
31,Female,26,15,4,26,2,0,784,7,1
31,Male,36,17,10,27,1,2,174,8,1
23,Female,53,30,5,22,0,0,257,16,1
38,Female,28,14,7,28,1,2,910,3,1
53,Male,41,17,9,18,1,0,430,13,1
18,Female,37,20,5,16,1,1,903,22,1
20,Female,32,3,10,16,1,2,416,28,1
47,Male,40,5,6,30,2,1,739,8,1
27,Female,49,24,5,23,1,0,847,26,1
19,Male,46,16,6,18,1,2,414,25,1
48,Female,59,20,9,25,0,1,968,13,1
60,Female,44,18,7,26,0,2,997,8,1
45,Male,37,8,8,17,0,2,598,15,1
51,Male,44,3,10,14,2,0,881,15,1
18,Female,60,21,7,25,1,2,412,16,1
54,Female,35,12,6,30,0,0,660,14,1
31,Male,40,28,8,21,1,1,796,13,1
19,Female,45,1,8,23,2,0,419,17,1
41,Female,15,8,0,21,0,2,446,8,1
38,Female,57,23,8,21,0,0,297,21,1
59,Female,9,9,10,30,2,0,858,11,1
18,Female,42,20,5,26,1,1,552,10,1
47,Female,27,25,2,30,0,0,961,1,1
58,Male,29,22,10,22,2,0,543,11,1
39,Female,41,3,7,28,2,0,334,24,1
59,Male,59,23,10,29,1,0,224,5,1
36,Female,9,22,4,25,0,0,575,15,1
30,Male,49,9,6,22,0,2,919,7,1
52,Female,45,10,5,26,2,0,178,18,1
64,Female,11,1,8,25,2,2,643,13,1
49,Male,49,20,7,17,2,2,594,29,1
22,Female,22,6,5,27,0,0,431,25,1
56,Male,21,1,4,24,0,2,281,21,1
45,Female,51,21,9,18,1,1,944,25,1
28,Male,56,26,10,24,0,2,583,19,1
54,Male,16,4,8,19,2,0,881,3,1
58,Female,31,28,5,16,1,0,986,8,1
38,Female,38,13,8,18,1,2,207,26,1
61,Male,39,24,9,27,2,0,157,20,1
43,Female,34,11,3,30,1,0,321,13,1
65,Female,10,16,5,29,2,0,373,11,1
34,Female,35,15,5,18,0,1,107,29,1
41,Female,17,30,5,22,2,1,228,11,1
64,Male,57,5,7,14,2,1,588,23,1
52,Male,47,5,6,16,1,1,236,23,1
64,Male,29,11,6,28,2,2,503,21,1
31,Female,25,22,7,16,2,2,585,25,1
58,Male,47,27,7,16,2,1,694,5,1
54,Male,29,18,6,26,0,2,105,25,1
63,Male,42,4,5,4,2,2,700,30,1
37,Female,21,8,10,22,2,2,140,30,1
27,Male,43,28,10,26,2,1,332,3,1
27,Male,21,1,7,11,0,2,211,13,1
42,Female,60,9,6,28,0,1,332,3,1
35,Female,59,17,5,30,1,1,710,12,1
48,Female,43,16,6,21,2,1,551,7,1
46,Female,45,6,9,23,1,1,222,2,1
51,Male,20,4,7,26,0,2,801,8,1
39,Male,37,3,9,16,2,0,117,12,1
56,Female,44,3,4,9,0,1,669,28,1
58,Male,46,2,8,14,2,2,901,27,1
19,Male,49,8,7,17,2,0,821,30,1
56,Male,60,25,8,21,2,0,214,20,1
54,Female,9,1,9,24,0,1,677,18,1
20,Male,37,2,1,0,2,2,113,7,1
48,Female,29,26,8,17,0,2,779,7,1
23,Female,30,26,0,24,1,2,327,27,1
25,Female,2,3,6,5,0,0,226,16,1
61,Female,42,5,5,2,1,2,785,7,1
49,Male,35,5,9,21,2,0,681,15,1
32,Male,40,15,7,22,0,2,506,12,1
55,Male,29,5,10,2,1,0,570,6,1
37,Female,42,18,10,26,0,0,227,5,1
46,Female,31,3,7,24,1,1,432,7,1
60,Male,25,22,9,19,2,1,862,2,1
32,Male,33,21,10,24,1,2,894,16,1
51,Male,20,2,6,6,1,1,911,6,1
63,Female,23,2,9,23,1,2,464,20,1
42,Female,9,18,7,22,1,0,126,24,1
21,Female,6,25,5,29,0,0,941,30,1
60,Female,29,3,1,29,2,0,428,11,1
47,Female,41,21,8,16,1,1,331,7,1
56,Female,56,17,9,27,0,2,518,20,1
52,Male,25,22,8,28,1,2,607,21,1
38,Male,29,9,7,29,1,1,677,4,1
50,Female,17,11,5,22,1,2,205,12,1
48,Female,9,2,9,24,0,0,769,6,1
25,Female,25,21,7,27,0,0,454,22,1
21,Female,4,6,6,30,2,1,490,30,1
55,Female,35,1,10,11,1,2,786,20,1
24,Male,56,6,7,19,0,1,464,5,1
49,Female,26,17,8,20,0,0,614,11,1
55,Female,23,24,4,27,0,2,271,10,1
58,Male,51,29,9,20,0,0,420,12,1
52,Female,18,26,4,27,0,2,196,26,1
64,Female,34,17,7,18,0,1,787,28,1
58,Female,59,14,10,24,2,0,184,9,1
31,Male,41,23,9,30,1,2,352,25,1
24,Male,38,1,10,17,1,2,751,27,1
54,Female,11,5,9,23,0,2,299,26,1
62,Male,6,4,10,21,1,2,289,7,1
18,Female,30,28,1,26,1,1,306,22,1
60,Female,43,25,2,23,2,2,204,17,1
51,Female,45,5,6,18,0,2,464,4,1
18,Female,46,9,4,25,0,2,266,15,1
41,Male,48,10,7,24,0,1,624,7,1
27,Female,48,17,6,20,0,2,542,3,1
26,Female,49,18,1,27,1,0,262,21,1
21,Male,26,22,6,25,2,1,922,9,1
24,Male,42,14,6,22,1,1,820,13,1
48,Female,44,30,6,23,0,1,591,7,1
20,Male,57,6,8,18,0,1,690,30,1
50,Female,4,12,7,30,2,0,399,7,1
29,Female,40,27,10,27,0,1,953,12,1
35,Male,43,4,8,22,2,2,967,13,1
41,Female,35,9,8,18,0,1,338,23,1
29,Female,46,16,3,27,0,0,949,5,1
36,Male,32,11,7,23,2,1,115,3,1
36,Female,54,14,10,20,2,2,176,12,1
58,Female,18,4,7,18,2,0,112,15,1
36,Male,52,2,4,27,1,2,242,5,1
61,Female,46,23,1,26,2,1,424,16,1
56,Male,40,3,10,24,0,1,197,21,1
64,Female,31,15,3,26,0,0,390,10,1
38,Female,33,5,6,28,2,2,264,27,1
36,Female,45,23,5,16,0,2,560,12,1
63,Male,57,20,5,18,2,1,623,2,1
28,Female,41,1,0,23,2,2,486,15,1
26,Female,56,12,9,26,1,1,612,7,1
65,Female,20,4,6,11,0,2,215,16,1
56,Female,55,11,9,25,1,2,216,17,1
50,Female,30,13,8,23,0,1,291,13,1
22,Female,31,9,8,25,1,1,127,8,1
58,Male,26,24,5,29,0,0,809,17,1
53,Female,43,29,10,21,1,0,446,18,1
48,Female,38,25,5,29,2,2,734,24,1
29,Female,35,29,2,22,0,0,261,2,1
37,Female,48,10,5,18,0,1,897,29,1
51,Male,46,7,8,28,2,1,770,2,1
58,Male,33,17,6,30,1,2,409,7,1
65,Female,30,5,4,8,2,1,560,25,1
22,Female,55,23,1,24,1,0,123,15,1
34,Female,27,13,5,22,0,1,493,8,1
49,Female,13,9,10,29,0,0,419,26,1
37,Female,59,11,10,17,0,2,978,11,1
47,Male,37,25,10,19,2,1,847,8,1
22,Male,42,17,5,29,0,0,505,13,1
20,Female,25,16,9,18,1,2,415,10,1
20,Male,51,20,8,27,1,0,679,11,1
32,Male,5,3,8,16,0,1,180,9,1
60,Female,15,18,6,23,1,0,990,25,1
60,Female,46,1,0,29,1,0,263,20,1
51,Male,55,2,7,28,2,1,246,21,1
35,Female,16,8,1,27,1,0,147,28,1
53,Male,17,5,4,7,1,1,101,15,1
23,Male,49,17,5,24,0,1,809,18,1
44,Female,17,26,4,27,0,0,770,21,1
25,Female,12,17,3,26,2,1,116,30,1
18,Male,25,21,7,28,1,0,926,1,1
47,Male,57,12,5,25,0,1,232,23,1
47,Male,39,9,8,18,1,1,662,1,1
39,Female,10,11,3,22,0,2,468,13,1
24,Male,58,23,8,20,1,2,485,13,1
61,Female,6,5,5,29,1,1,216,29,1
37,Male,41,17,8,30,0,2,646,24,1
53,Female,60,6,0,24,2,1,307,24,1
23,Male,27,25,9,21,2,2,378,9,1
56,Male,44,2,7,17,2,2,801,29,1
18,Male,44,3,7,17,2,2,614,2,1
35,Male,38,23,9,22,0,2,295,29,1
29,Female,25,2,10,26,0,0,143,14,1
53,Female,30,28,1,26,2,2,407,22,1
37,Male,40,10,7,16,2,0,341,26,1
65,Female,50,2,0,27,1,2,269,19,1
30,Female,44,29,10,18,2,2,828,10,1
36,Female,9,26,0,28,0,0,247,12,1
40,Male,55,10,6,30,1,1,477,14,1
52,Female,44,1,8,10,1,2,623,26,1
25,Male,37,23,7,29,1,2,622,3,1
38,Female,31,3,9,22,0,2,380,6,1
55,Female,1,21,3,23,2,1,452,6,1
22,Female,28,10,6,16,0,2,551,7,1
64,Female,42,1,7,24,1,0,458,27,1
18,Male,25,28,7,25,0,0,610,25,1
40,Male,51,7,8,25,0,0,532,24,1
23,Female,48,11,8,26,0,0,169,15,1
18,Female,6,7,8,26,1,2,151,23,1
39,Female,33,4,5,17,2,0,426,18,1
63,Female,53,27,6,29,1,2,491,4,1
41,Male,2,2,8,21,0,0,576,19,1
40,Female,50,30,6,28,1,0,839,10,1
34,Male,58,23,7,28,1,0,573,5,1
44,Female,24,19,4,22,2,1,338,8,1
34,Male,41,16,7,19,0,1,749,4,1
59,Male,18,1,7,15,0,1,406,21,1
21,Female,24,19,9,25,2,2,408,24,1
53,Male,33,9,8,26,2,0,485,8,1
19,Female,5,2,0,28,0,1,468,17,1
43,Female,36,14,8,27,1,2,249,9,1
60,Female,19,19,4,27,0,0,610,1,1
41,Female,27,10,2,30,0,0,983,20,1
55,Male,53,1,5,8,0,0,562,1,1
65,Male,3,4,6,13,0,2,952,10,1
19,Female,15,27,7,23,1,0,803,5,1
64,Male,54,16,6,23,1,1,304,13,1
20,Female,32,26,9,18,1,2,554,27,1
36,Male,43,14,5,25,2,0,181,4,1
51,Female,58,15,0,22,1,1,301,21,1
31,Female,12,16,8,23,0,0,352,9,1
