Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
61,1,15,22,6,11,2,2,459,10,0
54,0,15,30,4,30,1,1,450,12,1
52,1,7,24,0,9,2,1,951,17,0
45,0,25,16,0,24,1,0,578,22,1
42,0,10,3,10,28,2,0,362,3,1
52,0,23,8,2,6,0,1,832,4,0
45,1,3,1,5,11,1,2,218,15,1
51,0,17,10,2,20,0,1,105,20,1
23,0,54,24,1,13,0,2,540,29,0
30,0,41,23,5,26,2,0,443,3,1
48,0,16,7,10,1,1,2,595,25,0
65,1,27,23,3,24,0,2,713,29,0
49,0,5,15,0,15,0,2,117,18,1
46,1,45,7,2,30,1,1,590,25,0
62,1,42,17,5,9,1,0,684,10,0
50,0,36,13,1,7,2,2,679,13,0
24,0,36,7,4,2,2,0,634,26,0
49,1,30,10,2,5,0,0,537,27,0
57,0,7,27,7,23,1,2,640,1,1
60,0,46,14,8,20,2,1,820,27,1
51,0,54,19,4,9,1,0,924,14,0
22,0,6,15,4,30,0,1,416,20,1
65,1,41,15,5,25,2,0,676,29,1
46,0,19,26,0,22,1,1,843,27,1
51,0,33,22,2,18,1,1,776,5,0
55,0,56,15,0,27,1,0,213,17,1
19,1,45,27,8,20,1,2,262,7,1
18,1,57,26,8,24,0,2,799,14,1
23,0,60,2,9,19,2,1,319,3,1
30,0,13,28,6,28,1,1,302,14,1
34,0,3,27,8,14,1,2,298,20,1
50,0,20,20,2,3,2,2,844,6,0
21,0,11,9,5,24,1,1,268,24,1
49,0,13,29,9,18,0,0,986,4,0
29,0,7,29,9,0,0,1,432,7,0
44,1,50,4,5,27,1,0,644,27,1
34,1,45,23,6,15,1,0,467,2,0
65,1,38,7,2,20,1,2,935,8,0
29,0,59,18,6,16,0,2,625,4,1
58,0,35,16,7,23,2,1,245,16,1
24,1,57,28,4,16,1,0,255,3,0
58,0,49,10,5,9,2,1,936,24,0
29,0,24,6,2,8,1,0,231,5,0
60,1,59,10,10,22,2,1,984,19,1
50,0,44,13,4,30,0,0,822,26,1
35,0,49,24,2,19,2,2,333,25,1
62,0,22,17,3,21,2,2,577,14,0
46,1,58,25,7,26,2,0,508,6,1
55,0,23,5,4,5,0,0,160,10,0
47,1,59,16,5,13,0,2,328,27,0
27,0,5,21,9,8,0,1,365,13,0
19,0,58,8,8,17,0,2,573,5,1
22,1,30,24,2,23,0,0,836,23,0
20,0,33,24,10,3,0,1,496,15,0
63,0,43,24,9,5,2,0,850,6,0
