Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
57,0,32,2,0,2,0,0,593,7,0
53,1,24,28,6,4,0,0,935,2,0
21,0,4,25,3,19,0,2,113,15,0
53,0,52,27,8,10,0,0,172,30,0
29,0,25,14,2,12,2,2,286,6,0
35,1,24,12,1,25,0,2,905,11,0
45,1,16,14,3,9,0,0,474,14,0
30,0,42,16,4,19,1,1,847,6,0
48,0,21,18,5,16,1,2,509,1,0
37,0,11,27,8,12,0,0,394,29,0
26,0,57,12,1,6,2,2,305,6,0
56,1,3,20,0,8,1,2,973,8,0
54,0,53,25,4,8,0,0,213,29,0
61,0,10,24,4,2,0,0,795,17,0
42,0,9,13,3,4,0,0,577,7,0
36,1,9,25,1,21,0,2,438,22,0
54,0,48,11,1,26,1,2,915,29,0
58,0,13,4,2,13,1,1,640,25,0
33,0,4,18,2,0,1,0,190,16,0
53,1,47,23,7,4,1,0,547,28,0
53,1,37,23,10,10,2,0,280,2,0
56,0,30,6,3,6,2,0,377,26,0
22,1,21,3,0,3,2,2,139,24,0
40,1,28,4,0,21,0,2,377,7,0
33,0,59,23,1,9,2,0,885,6,0
63,1,7,15,10,15,1,0,105,19,0
20,1,4,12,1,17,0,1,905,26,0
27,1,2,20,9,14,0,0,150,30,0
35,1,35,22,8,13,0,1,473,17,0
55,0,25,5,3,27,0,1,577,29,0
40,1,45,7,7,13,2,2,152,11,0
53,0,45,25,1,11,1,0,420,18,0
47,0,9,10,10,16,0,2,195,7,0
37,0,54,28,9,1,2,0,384,16,0
44,1,22,1,10,26,2,2,860,1,0
41,1,32,12,3,15,1,0,856,29,0
46,0,8,4,6,7,2,0,841,28,0
34,0,3,15,4,12,2,1,567,24,0
48,0,55,28,0,1,0,1,207,2,0
62,0,43,29,2,16,2,0,567,12,0
22,0,53,9,4,17,0,0,420,12,0
27,0,30,19,5,14,2,0,488,9,0
60,0,20,26,0,9,0,1,715,26,0
34,0,57,13,2,19,1,1,367,2,0
61,0,57,24,2,1,1,0,340,8,0
32,0,10,25,5,18,0,2,667,8,0
48,1,8,30,10,11,2,1,106,22,0
48,1,55,25,8,11,2,2,625,30,0
51,0,35,23,0,2,0,1,531,15,0
38,1,46,27,7,1,0,1,854,18,0
18,1,40,11,1,0,1,0,513,16,0
47,0,14,16,3,9,1,2,714,12,0
51,1,22,25,1,3,1,0,904,10,0
44,0,12,4,4,11,0,2,378,14,0
53,1,32,7,7,14,2,0,323,6,0
60,1,7,27,1,30,1,0,681,23,0
53,0,43,4,2,6,1,1,668,2,0
48,1,47,24,1,21,1,0,936,24,0
41,1,16,7,10,11,2,1,573,5,0
21,0,35,1,1,2,2,0,942,8,0
55,1,12,13,2,9,1,1,651,14,0
24,1,28,25,2,8,2,0,109,16,0
42,1,36,17,0,15,2,2,689,29,0
40,0,32,8,5,8,1,0,614,21,0
26,0,52,27,7,0,0,0,714,2,0
65,0,19,19,9,0,2,2,443,27,0
29,1,22,16,0,22,0,2,857,22,0
50,1,14,29,3,21,1,2,329,7,0
39,0,45,8,5,0,0,0,192,22,0
61,0,52,24,6,2,1,2,587,7,0
37,1,11,24,4,29,2,2,510,7,0
57,0,4,16,0,1,1,0,572,22,0
62,0,44,13,0,1,0,0,104,2,0
26,1,49,10,10,3,0,2,202,23,0
40,1,22,28,0,11,0,0,781,8,0
36,1,55,30,6,11,2,0,591,13,0
55,0,23,12,3,20,1,1,771,13,0
64,0,56,9,3,7,0,2,885,4,0
24,0,33,6,1,17,1,2,971,28,0
24,1,54,9,4,26,1,2,167,3,0
28,0,47,10,4,21,0,1,760,6,0
25,0,52,2,6,1,2,0,935,30,0
27,1,26,24,4,25,1,1,715,9,0
31,0,30,10,1,10,0,0,370,16,0
40,1,9,21,1,21,1,1,158,3,0
37,0,55,28,5,7,2,2,788,27,0
64,1,45,27,5,3,1,0,721,26,0
29,1,3,5,0,23,1,0,843,6,0
40,0,47,12,8,3,1,0,778,3,0
35,1,22,28,7,30,1,1,749,15,0
30,0,44,3,3,23,0,2,820,20,0
44,1,15,26,1,16,2,2,654,17,0
35,0,42,29,0,19,1,1,452,25,0
56,0,41,3,0,7,1,0,218,18,0
42,1,5,18,5,22,1,1,988,18,0
24,1,30,17,3,3,0,0,426,7,0
26,1,36,26,3,0,0,0,981,20,0
51,1,53,8,8,2,2,1,503,4,0
58,1,39,27,5,0,0,0,407,17,0
58,0,52,14,10,15,0,2,741,11,0
52,0,54,4,1,9,1,0,154,17,0
29,0,24,15,9,2,1,1,463,25,0
28,1,52,25,1,2,1,2,445,10,0
28,1,7,30,1,5,1,1,882,17,0
31,0,9,14,8,14,1,1,588,29,0
55,1,49,15,6,1,0,1,415,2,0
29,1,33,1,0,14,0,1,448,11,0
37,1,59,7,2,2,0,0,991,10,0
45,0,26,17,7,11,0,1,825,3,0
28,0,45,18,6,2,1,2,447,22,0
33,0,25,11,1,25,1,2,742,26,0
57,1,51,25,5,15,2,1,403,19,0
48,0,58,9,4,13,0,1,679,20,0
58,1,9,7,5,17,2,0,482,12,0
60,0,41,29,3,7,0,0,428,22,0
48,1,1,20,10,13,2,0,368,26,0
65,1,31,7,3,13,2,2,835,2,0
46,0,18,14,7,1,1,2,347,21,0
34,0,35,10,8,12,1,0,442,27,0
22,0,3,15,4,16,2,1,314,29,0
47,1,27,11,5,10,2,1,631,30,0
24,0,34,21,4,2,2,2,577,10,0
62,1,5,14,7,16,1,0,928,21,0
20,0,36,19,8,7,0,2,984,18,0
49,1,4,9,1,19,1,2,523,7,0
43,0,39,29,4,29,2,1,892,3,0
27,1,12,12,2,24,0,0,503,21,0
44,1,3,20,6,26,1,0,314,22,0
64,0,12,10,7,8,1,1,478,29,0
26,0,28,11,1,5,2,0,441,13,0
60,0,52,8,2,29,0,1,522,25,0
52,1,41,10,4,21,0,0,257,30,0
46,0,1,21,9,7,0,0,716,14,0
60,0,34,6,8,1,1,1,616,7,0
50,0,13,18,5,19,0,1,304,21,0
38,0,25,12,1,5,1,2,253,3,0
27,1,6,3,4,11,0,0,126,25,0
48,0,22,18,4,5,0,2,391,8,0
33,0,49,24,7,1,1,0,704,13,0
60,0,39,28,5,2,1,1,565,15,0
38,0,18,8,0,13,1,2,657,23,0
53,0,17,4,3,12,1,2,150,22,0
37,0,58,28,1,15,1,2,339,6,0
37,1,36,15,8,7,1,2,612,3,0
25,0,39,17,2,6,2,0,683,24,0
23,0,47,30,7,8,1,0,829,14,0
27,0,38,5,2,10,2,1,895,18,0
56,1,16,9,10,21,0,1,906,3,0
59,1,36,7,4,0,0,1,986,5,0
30,0,37,24,4,25,1,1,566,19,0
64,0,41,12,5,1,0,2,674,16,0
22,1,46,1,0,0,1,1,904,11,0
26,0,43,2,6,15,1,0,467,29,0
22,1,47,17,0,27,0,0,232,9,0
36,0,51,24,5,8,1,2,256,15,0
63,1,51,21,5,7,1,0,862,16,0
42,1,22,28,8,23,2,0,217,15,0
25,1,16,27,2,9,2,0,325,17,0
33,0,5,13,4,7,0,0,919,20,0
29,0,52,30,1,6,0,2,458,23,0
40,0,28,22,9,4,0,0,187,18,0
30,1,35,5,3,20,1,2,721,30,0
49,1,52,28,1,5,0,0,771,14,0
27,1,47,15,8,12,1,2,785,26,0
22,1,40,13,4,22,1,0,764,10,0
33,1,13,28,6,19,1,1,368,22,0
42,0,26,21,0,1,2,0,470,19,0
54,1,44,13,10,8,2,2,195,5,0
40,0,9,2,8,19,2,0,925,7,0
24,1,24,25,2,18,0,1,191,22,0
60,1,25,25,8,10,0,0,606,4,0
61,1,3,24,3,19,1,0,968,15,0
42,0,44,30,7,0,2,1,705,12,0
48,0,42,5,4,2,1,2,868,23,0
29,1,43,21,5,0,0,0,601,13,0
24,0,26,11,2,13,0,0,472,30,0
46,0,60,4,0,3,1,1,464,28,0
28,0,3,9,5,10,0,1,738,13,0
56,1,31,17,10,8,0,1,606,24,0
43,1,22,21,9,25,0,2,116,12,0
46,0,53,12,1,30,2,1,927,28,0
49,0,12,12,1,6,1,1,259,11,0
63,0,35,27,2,2,0,1,349,13,0
41,1,40,14,4,7,0,2,764,15,0
20,0,30,29,0,9,0,0,171,19,0
51,0,7,7,1,0,0,1,430,23,0
59,0,43,25,4,17,0,0,797,16,0
20,0,34,3,5,14,0,0,164,21,0
63,0,18,25,8,10,2,0,358,18,0
22,1,8,18,0,1,1,0,131,18,0
57,0,7,14,7,1,2,2,447,4,0
31,0,57,3,6,1,2,1,880,9,0
32,0,8,14,9,16,2,1,424,16,0
56,0,17,24,5,17,0,0,102,14,0
21,0,42,18,10,2,0,1,255,9,0
51,1,39,15,0,5,0,2,732,3,0
62,0,30,22,4,13,2,1,992,18,0
48,0,9,3,8,4,2,1,146,5,0
46,0,33,14,2,8,1,1,651,1,0
18,0,25,25,0,21,2,2,861,20,0
29,0,56,10,7,14,1,2,661,30,0
50,0,12,8,0,11,2,1,165,11,0
42,0,56,6,7,13,2,0,908,16,0
18,1,51,1,3,6,0,1,282,13,0
23,0,49,29,5,19,2,0,305,18,1
35,0,50,29,7,30,1,2,233,24,1
45,1,49,5,6,19,0,0,453,20,1
31,1,42,20,7,21,0,1,635,18,1
64,0,4,24,4,28,2,2,251,9,1
52,0,23,2,8,1,1,2,200,14,1
59,0,48,23,7,28,0,1,537,28,1
23,0,37,5,9,29,0,1,546,18,1
61,1,29,8,10,18,1,0,625,30,1
62,1,46,17,6,21,0,2,295,11,1
54,1,40,30,6,16,1,1,297,21,1
28,0,43,14,8,24,1,1,878,6,1
63,0,27,25,2,27,0,1,439,1,1
64,0,23,3,7,1,1,2,436,25,1
51,1,52,25,10,29,1,0,500,15,1
24,0,5,3,0,2,0,1,494,11,1
64,1,30,6,5,27,0,1,215,3,1
56,1,27,3,8,2,0,2,548,18,1
38,1,36,1,7,30,1,0,864,16,1
44,0,14,8,7,27,1,0,576,16,1
61,0,14,11,3,25,0,2,167,13,1
29,0,52,11,7,25,2,2,882,5,1
58,1,7,1,8,11,1,0,872,3,1
43,0,58,28,6,30,2,2,232,15,1
41,1,32,1,7,17,0,0,962,5,1
25,0,7,5,3,21,0,0,922,13,1
39,0,55,15,5,21,2,1,697,9,1
65,1,27,13,9,23,1,1,935,30,1
47,0,11,17,5,22,2,2,146,1,1
52,1,34,25,9,21,2,1,579,30,1
37,0,40,4,10,25,1,0,609,6,1
25,0,5,1,3,21,0,0,991,4,1
40,0,15,14,4,23,0,2,494,28,1
56,0,12,16,1,29,2,0,864,21,1
37,0,37,28,7,17,0,2,547,4,1
33,0,33,19,5,28,1,1,880,22,1
44,1,56,18,6,18,2,2,385,20,1
25,0,12,7,1,25,2,2,226,25,1
62,0,37,14,6,22,2,0,849,8,1
56,0,10,29,2,22,1,1,442,23,1
39,0,11,28,2,24,1,1,278,23,1
46,0,39,12,2,21,1,2,241,18,1
28,1,57,30,9,24,1,0,995,5,1
30,0,60,4,10,17,2,0,137,21,1
61,1,31,12,9,16,2,0,852,24,1
40,0,41,24,7,27,0,0,387,4,1
40,0,34,30,7,20,1,2,265,17,1
42,0,48,1,5,30,2,0,447,13,1
51,1,45,2,10,15,1,2,203,5,1
29,1,51,28,5,16,0,0,549,13,1
36,0,9,6,8,30,0,2,256,13,1
19,1,57,13,6,16,2,0,592,14,1
21,0,41,13,0,22,1,0,275,10,1
59,1,44,27,7,16,2,0,348,28,1
64,1,24,26,7,28,1,1,287,9,1
59,0,26,9,9,23,1,1,544,30,1
29,1,42,10,5,18,2,1,643,7,1
58,0,42,16,7,25,0,2,654,7,1
59,1,35,23,6,18,2,1,181,14,1
22,1,37,5,6,26,0,2,710,29,1
39,0,1,18,0,28,1,0,306,22,1
65,0,4,13,8,22,2,1,138,12,1
20,0,25,17,5,28,2,2,541,9,1
46,0,40,6,1,23,2,0,831,22,1
37,0,59,30,7,28,1,2,490,19,1
18,0,41,29,7,29,0,1,121,10,1
37,0,55,1,9,16,0,0,115,17,1
53,0,38,3,1,29,2,1,291,7,1
25,1,48,8,8,24,2,2,680,18,1
18,1,34,20,10,30,2,1,813,14,1
33,1,52,17,10,23,1,2,512,21,1
26,0,1,29,8,25,1,0,802,26,1
57,1,28,6,6,30,1,2,146,21,1
34,0,53,4,6,26,0,2,991,2,1
21,0,6,25,5,29,0,0,941,30,1
59,1,19,4,9,4,1,0,921,3,1
50,0,29,29,6,29,1,1,484,2,1
61,0,46,27,10,19,0,2,420,18,1
25,0,29,29,8,17,0,1,431,21,1
22,0,20,13,3,26,0,0,511,30,1
34,0,49,27,6,23,0,1,500,16,1
23,1,39,30,6,30,0,2,921,21,1
65,1,51,5,5,16,0,1,104,28,1
19,1,55,3,7,26,2,0,678,30,1
33,0,15,12,1,28,0,0,373,7,1
37,1,36,4,10,27,0,0,858,5,1
36,0,13,9,10,29,2,0,195,15,1
52,0,24,30,7,26,1,1,256,17,1
53,0,53,12,10,17,2,0,592,15,1
19,0,50,17,8,23,0,1,164,20,1
56,0,6,19,8,30,2,0,476,28,1
23,1,52,29,8,28,0,0,545,2,1
40,1,40,6,10,28,0,1,743,3,1
28,0,2,3,9,11,0,0,320,7,1
55,1,53,4,10,15,2,0,706,17,1
61,0,55,10,5,17,0,2,522,15,1
51,1,33,2,5,2,0,1,957,29,1
20,1,49,12,9,19,0,2,721,26,1
53,1,59,10,9,22,2,1,207,25,1
48,1,36,10,5,23,2,2,407,25,1
25,0,56,1,6,12,0,2,193,26,1
37,1,40,30,8,17,1,1,157,25,1
29,0,51,19,8,27,2,1,847,9,1
47,0,29,9,9,26,0,2,772,30,1
58,0,51,30,8,30,1,1,176,18,1
43,1,37,2,10,20,0,2,555,15,1
53,1,54,1,6,29,2,2,635,1,1
28,0,42,10,8,18,0,0,684,23,1
36,0,41,1,9,23,1,2,558,22,1
56,0,1,5,6,14,1,2,502,23,1
39,1,39,8,5,25,0,1,681,20,1
62,0,14,28,6,25,0,2,472,10,1
44,0,21,15,3,23,2,0,878,17,1
55,0,22,4,9,16,0,0,211,9,1
53,0,28,29,9,25,2,0,176,19,1
43,0,47,20,7,30,2,2,203,27,1
32,0,49,9,9,19,2,2,859,20,1
43,0,36,29,10,25,1,1,566,17,1
21,1,35,12,9,21,2,0,318,6,1
36,0,43,11,7,22,2,1,868,28,1
63,0,46,3,3,25,2,1,171,23,1
32,0,4,17,1,26,1,1,493,14,1
35,0,48,20,0,29,1,0,447,6,1
51,0,41,2,8,21,2,2,795,5,1
41,1,26,28,10,28,1,1,969,19,1
41,0,42,28,7,19,0,1,109,24,1
62,0,11,3,7,20,0,2,768,13,1
49,0,23,22,6,29,2,1,489,30,1
65,0,39,5,9,0,2,0,226,8,1
56,0,23,20,0,24,1,0,456,3,1
44,1,38,2,0,1,2,2,240,30,1
55,0,43,16,3,27,2,2,396,22,1
39,0,53,13,8,17,0,2,616,24,1
55,0,25,1,5,11,2,1,291,7,1
55,0,52,1,2,21,0,0,164,28,1
56,0,36,9,8,16,0,2,603,7,1
48,0,26,7,3,26,0,1,157,10,1
30,1,56,16,10,25,2,1,567,4,1
52,1,56,18,8,20,2,0,813,8,1
63,0,55,1,10,9,2,0,321,5,1
43,0,24,30,8,16,2,1,188,29,1
41,0,29,3,6,28,2,0,105,3,1
44,1,39,22,8,18,0,1,874,4,1
65,1,39,25,5,23,2,1,599,23,1
37,0,46,9,5,20,1,2,442,12,1
35,0,9,6,2,24,2,0,896,12,1
64,0,32,13,8,30,0,0,200,3,1
52,0,30,2,4,24,1,0,443,27,1
28,1,42,2,1,5,1,2,208,7,1
50,1,59,25,7,30,1,0,878,3,1
45,1,3,2,9,28,1,2,845,7,1
51,0,24,3,10,6,2,0,520,14,1
63,0,16,9,10,21,0,2,260,28,1
57,0,41,19,7,26,2,0,489,22,1
59,0,37,13,6,22,1,1,727,6,1
60,1,52,1,4,3,0,0,944,22,1
51,0,24,1,6,4,2,0,847,4,1
33,0,8,1,5,12,0,2,717,15,1
21,1,40,28,9,17,0,0,777,6,1
45,0,16,29,9,25,1,2,111,7,1
33,0,50,11,9,20,2,1,465,22,1
23,0,15,22,9,25,1,0,340,5,1
26,0,47,5,8,22,1,0,447,17,1
61,1,19,2,7,2,2,0,879,4,1
30,0,22,29,2,30,0,1,307,20,1
43,0,37,17,10,21,2,1,842,23,1
42,0,57,30,6,24,0,2,217,2,1
40,1,34,17,7,20,0,1,148,21,1
51,1,54,24,5,25,0,2,582,24,1
26,0,44,15,1,24,1,1,109,5,1
34,0,57,22,6,26,2,0,761,15,1
26,0,48,19,9,16,2,2,474,5,1
22,0,17,15,2,24,2,0,390,9,1
57,0,24,1,6,7,2,2,493,13,1
31,1,36,15,10,28,1,0,159,5,1
36,0,59,21,3,28,2,0,616,7,1
20,0,46,9,2,30,1,0,509,6,1
20,1,53,17,10,30,0,1,332,26,1
21,0,29,23,8,17,1,2,587,27,1
48,0,23,29,7,29,2,0,332,9,1
55,0,4,5,10,26,2,0,792,7,1
42,1,60,17,7,28,1,2,368,9,1
45,0,24,23,6,17,0,2,201,7,1
64,1,55,2,5,4,1,1,780,16,1
29,1,28,29,7,28,0,1,289,14,1
56,1,27,3,5,2,1,1,752,12,1
37,0,29,20,7,16,1,2,770,3,1
48,0,17,17,6,28,0,0,470,11,1
61,0,27,12,10,16,0,0,330,29,1
41,0,15,1,1,24,1,0,319,11,1
55,1,22,1,7,27,2,2,227,15,1
50,1,13,1,2,28,0,2,220,19,1
57,0,57,24,9,21,2,2,856,3,1
29,0,48,20,5,22,1,0,285,18,1
59,0,54,20,10,20,0,1,487,13,1
54,0,25,7,6,30,2,2,787,8,1
60,0,37,21,8,23,2,1,768,26,1
65,1,14,5,4,14,2,1,665,18,1
39,0,53,11,6,16,2,1,507,19,1
18,0,13,7,5,21,1,0,626,9,1
31,0,42,9,8,29,0,0,204,19,1
41,0,51,20,10,16,1,0,759,3,1
62,1,31,25,7,19,0,2,542,10,1
49,0,53,29,9,23,0,1,228,3,1
31,0,9,11,6,29,2,0,461,28,1
57,0,15,4,5,30,1,1,960,21,1
19,0,47,24,4,27,2,2,287,14,1
19,0,50,27,10,23,0,1,551,23,1
41,0,33,4,3,28,1,2,188,23,1
55,1,47,1,4,22,0,2,742,13,1
37,0,28,19,0,21,2,2,432,7,1
61,0,52,16,6,23,2,0,621,1,1
18,0,55,25,8,20,0,0,947,3,1
65,1,25,30,5,18,1,2,393,26,1
41,0,13,15,0,30,1,0,845,27,1
21,0,16,21,2,26,2,0,532,14,1
52,0,20,26,0,27,2,0,217,15,1
28,0,35,8,9,21,2,2,512,10,1
20,0,10,21,0,25,1,0,346,22,1
34,0,36,12,5,27,1,0,482,19,1
39,0,33,5,6,30,2,1,121,13,1
42,1,53,9,8,25,1,2,525,19,1
48,1,59,12,9,24,2,0,792,16,1
24,0,7,28,7,28,0,0,718,5,1
50,0,22,2,9,23,2,1,379,5,1
54,1,59,3,7,19,1,1,625,17,1
62,0,11,3,10,8,2,1,371,12,1
44,0,53,4,2,23,0,0,618,5,1
33,0,51,22,9,25,2,2,977,30,1
57,1,14,4,6,13,1,1,746,17,1
52,0,10,25,6,25,1,0,119,30,1
60,0,42,13,3,27,1,0,522,22,1
52,1,21,4,4,23,1,0,784,17,1
56,1,49,16,8,23,1,0,330,16,1
43,0,6,4,8,30,2,1,177,15,1
61,0,19,15,1,24,2,2,171,3,1
58,1,38,20,10,19,2,1,780,3,1
19,0,52,22,8,18,2,1,785,13,1
23,0,25,17,8,22,0,1,785,25,1
33,1,30,27,9,28,2,0,471,17,1
60,1,22,1,0,13,1,2,204,3,1
64,1,52,2,7,23,0,0,986,25,1
20,0,29,28,8,26,1,1,830,22,1
19,1,54,13,7,17,0,0,302,30,1
58,0,43,14,1,23,2,1,103,8,1
60,1,50,4,7,7,1,0,834,15,1
35,0,22,24,5,29,0,2,453,11,1
43,0,50,2,6,29,1,1,934,5,1
57,1,18,5,8,3,1,1,804,29,1
19,0,55,19,6,21,2,1,701,30,1
46,0,38,29,7,28,0,1,852,21,1
49,1,56,7,6,29,0,0,453,20,1
28,1,26,10,9,23,1,1,504,19,1
29,0,48,16,5,28,0,0,969,5,1
36,0,9,22,4,25,0,0,575,15,1
55,0,38,3,4,25,1,1,761,23,1
58,0,31,4,9,8,1,2,108,27,1
27,1,42,18,8,27,0,0,997,1,1
57,0,16,11,1,26,1,1,204,23,1
61,0,12,11,2,23,0,2,494,6,1
59,1,59,28,6,27,2,0,126,10,1
59,0,15,4,4,20,2,0,593,5,1
26,0,55,10,0,28,0,2,356,7,1
21,0,39,30,5,20,1,0,321,29,1
47,0,25,3,7,16,2,1,850,24,1
27,0,32,12,7,24,1,2,411,30,1
32,0,45,26,8,17,2,1,423,20,1
49,0,38,20,9,26,0,2,294,19,1
43,1,40,8,5,28,1,2,215,12,1
49,1,36,13,5,27,2,1,999,12,1
62,0,54,9,8,24,1,0,645,23,1
30,0,49,25,6,25,2,1,938,21,1
41,0,58,5,10,26,1,1,843,6,1
59,0,16,7,8,24,0,0,304,27,1
40,0,20,17,7,27,0,0,117,20,1
24,0,44,16,10,19,0,0,175,11,1
25,1,44,28,9,17,1,0,222,25,1
46,1,24,11,9,17,0,1,752,11,1
34,1,34,26,10,25,1,1,533,14,1
63,0,31,13,8,23,1,2,821,1,1
49,0,14,2,6,24,2,0,150,19,1
53,0,51,21,8,30,0,2,127,15,1
49,0,54,25,6,18,0,2,805,11,1
60,0,59,14,7,29,0,1,224,24,1
46,1,53,28,9,18,1,0,799,25,1
44,0,28,15,2,30,1,2,449,26,1
54,1,20,1,9,20,0,0,472,29,1
47,1,56,17,9,30,0,0,909,22,1
56,0,2,28,10,24,1,0,601,9,1
65,0,56,30,1,29,2,0,323,5,1
36,0,29,6,10,17,0,2,831,1,1
43,0,54,17,9,18,0,1,490,1,1
21,1,2,2,8,30,0,0,194,24,1
63,1,36,3,8,17,1,0,920,14,1
47,1,27,9,5,24,1,0,496,23,1
32,0,18,22,10,22,1,2,246,30,1
55,1,38,11,6,16,1,0,977,12,1
38,1,38,10,5,17,2,2,886,30,1
57,1,51,30,5,17,0,0,661,17,1
53,0,46,6,5,27,2,1,294,3,1
